player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,team,opponent,home
Kyle Juszczyk,RB,1.0,36.0,44.0,3.0,8.0,8.0,11.0,2.7,7.5,10,2016,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,BAL,CLE,True
James Develin,RB,1.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,SEA,True
James White,RB,1.0,29.0,44.0,7.0,14.0,21.0,21.0,3.7,12.8,10,2016,2.0,5.0,2.5,3.0,0.0,0.0,4.0,4.0,32.0,8.0,0.0,0.0,NE,SEA,True
Brandon Bolden,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,SEA,True
Patrick DiMarco,RB,1.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,PHI,False
Devonta Freeman,RB,1.0,43.0,86.0,28.0,7.0,35.0,35.0,8.1,18.8,10,2016,12.0,49.0,4.1,17.0,0.0,0.0,3.0,3.0,32.0,10.7,0.0,0.0,ATL,PHI,False
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,17.0,5.7,0.0,0.0,ATL,PHI,False
Keith Smith,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,PHI,False
Carlos Hyde,RB,1.0,42.0,67.0,31.0,2.0,31.0,33.0,1.4,3.3,10,2016,13.0,14.0,1.1,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,ARI,False
Damien Williams,RB,1.0,12.0,24.0,17.0,8.0,25.0,25.0,14.0,116.7,10,2016,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,18.0,18.0,1.0,0.0,MIA,LAC,False
Jay Ajayi,RB,1.0,38.0,75.0,50.0,3.0,53.0,53.0,8.0,21.1,10,2016,19.0,79.0,4.2,40.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,MIA,LAC,False
Kenyan Drake,RB,1.0,2.0,4.0,50.0,0.0,50.0,50.0,0.9,45.0,10,2016,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,LAC,False
Malcolm Brown,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,LAC,False
Melvin Gordon III,RB,1.0,70.0,91.0,34.0,11.0,41.0,46.0,13.2,18.9,10,2016,24.0,70.0,2.9,19.0,0.0,0.0,5.0,8.0,62.0,12.4,0.0,0.0,LAC,MIA,True
Derek Watt,RB,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,MIA,True
Todd Gurley II,RB,1.0,42.0,61.0,50.0,2.0,52.0,52.0,7.2,17.1,10,2016,21.0,64.0,3.0,13.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,LAR,NYJ,False
Duke Johnson Jr.,RB,1.0,21.0,42.0,10.0,24.0,24.0,33.0,3.1,14.8,10,2016,2.0,6.0,3.0,6.0,0.0,0.0,3.0,5.0,25.0,8.3,0.0,0.0,CLE,BAL,False
Danny Vitale,RB,1.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,BAL,False
T.J. Yeldon,RB,1.0,41.0,53.0,22.0,7.0,29.0,29.0,5.9,14.4,10,2016,9.0,32.0,3.6,7.0,0.0,0.0,3.0,3.0,27.0,9.0,0.0,0.0,JAC,HOU,True
David Johnson,RB,1.0,70.0,89.0,27.0,10.0,34.0,37.0,22.1,31.6,10,2016,19.0,55.0,2.9,18.0,0.0,1.0,5.0,7.0,46.0,9.2,1.0,0.0,ARI,SF,True
Ty Montgomery,RB,1.0,22.0,28.0,14.0,9.0,23.0,23.0,2.0,9.1,10,2016,,,,,,,,,,,,,GB,TEN,False
Derrick Henry,RB,1.0,19.0,32.0,47.0,0.0,47.0,47.0,3.1,16.3,10,2016,9.0,31.0,3.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,GB,True
Alex Collins,RB,1.0,2.0,3.0,50.0,0.0,50.0,50.0,0.2,10.0,10,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,NE,False
C.J. Prosise,RB,1.0,54.0,77.0,31.0,13.0,44.0,44.0,15.3,28.3,10,2016,17.0,66.0,3.9,10.0,0.0,0.0,7.0,7.0,87.0,12.4,0.0,0.0,SEA,NE,False
Nick Bellore,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,NE,False
Paul Perkins,RB,1.0,30.0,40.0,30.0,10.0,30.0,40.0,3.1,10.3,10,2016,9.0,31.0,3.4,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,NYG,CIN,True
Devontae Booker,RB,1.0,59.0,71.0,41.0,3.0,44.0,44.0,8.8,14.9,10,2016,24.0,76.0,3.2,11.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,DEN,NO,False
Andy Janovich,RB,1.0,10.0,12.0,0.0,10.0,10.0,10.0,0.9,9.0,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,DEN,NO,False
Jordan Howard,RB,1.0,29.0,52.0,52.0,0.0,52.0,52.0,8.0,27.6,10,2016,15.0,100.0,6.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CHI,TB,False
Peyton Barber,RB,1.0,21.0,28.0,57.0,0.0,57.0,57.0,3.8,18.1,10,2016,12.0,38.0,3.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CHI,True
Darren Sproles,RB,1.0,10.0,13.0,20.0,10.0,30.0,30.0,2.1,21.0,11,2016,2.0,15.0,7.5,8.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,PHI,SEA,False
Kenjon Barner,RB,1.0,18.0,23.0,17.0,6.0,17.0,22.0,1.7,9.4,11,2016,3.0,17.0,5.7,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,SEA,False
Wendell Smallwood,RB,1.0,38.0,48.0,34.0,13.0,45.0,47.0,7.9,20.8,11,2016,13.0,48.0,3.7,18.0,0.0,0.0,4.0,5.0,31.0,7.8,0.0,0.0,PHI,SEA,False
Frank Gore,RB,1.0,44.0,72.0,41.0,9.0,50.0,50.0,12.1,27.5,11,2016,18.0,50.0,2.8,8.0,0.0,0.0,4.0,4.0,71.0,17.8,0.0,0.0,IND,TEN,True
LeSean McCoy,RB,1.0,20.0,31.0,25.0,15.0,35.0,40.0,10.5,52.5,11,2016,5.0,33.0,6.6,21.0,1.0,1.0,2.0,3.0,12.0,6.0,0.0,0.0,BUF,CIN,False
Jonathan Williams,RB,1.0,11.0,17.0,36.0,9.0,45.0,45.0,2.6,23.6,11,2016,4.0,26.0,6.5,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,BUF,CIN,False
Mark Ingram II,RB,1.0,25.0,33.0,28.0,16.0,40.0,44.0,7.5,30.0,11,2016,7.0,28.0,4.0,14.0,0.0,0.0,3.0,4.0,47.0,15.7,0.0,0.0,NO,CAR,False
Ty Montgomery,RB,1.0,,,,,,,0.0,,11,2016,4.0,17.0,4.3,7.0,0.0,0.0,3.0,4.0,27.0,9.0,0.0,0.0,NO,CAR,False
Taiwan Jones,RB,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,HOU,True
Latavius Murray,RB,1.0,29.0,55.0,41.0,17.0,59.0,59.0,9.2,31.7,11,2016,12.0,33.0,2.8,6.0,0.0,0.0,5.0,5.0,59.0,11.8,0.0,0.0,LV,HOU,True
DeAndre Washington,RB,1.0,4.0,8.0,25.0,25.0,25.0,50.0,0.0,0.0,11,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,LV,HOU,True
Jalen Richard,RB,1.0,12.0,23.0,25.0,25.0,50.0,50.0,11.2,93.3,11,2016,3.0,2.0,0.7,4.0,0.0,0.0,3.0,3.0,50.0,16.7,1.0,0.0,LV,HOU,True
Anthony Sherman,RB,1.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,TB,True
Dion Lewis,RB,1.0,21.0,27.0,24.0,24.0,38.0,48.0,4.9,23.3,11,2016,5.0,23.0,4.6,12.0,0.0,0.0,3.0,5.0,26.0,8.7,0.0,0.0,NE,SF,False
James Develin,RB,1.0,34.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,SF,False
James White,RB,1.0,24.0,31.0,0.0,25.0,25.0,25.0,12.3,51.3,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,63.0,10.5,1.0,0.0,NE,SF,False
Brandon Bolden,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,SF,False
Lamar Miller,RB,1.0,57.0,75.0,42.0,5.0,46.0,47.0,17.3,30.4,11,2016,24.0,104.0,4.3,33.0,1.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,HOU,LV,False
Alfred Morris,RB,1.0,5.0,7.0,40.0,0.0,40.0,40.0,0.3,6.0,11,2016,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,BAL,True
Keith Smith,RB,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,BAL,True
Ezekiel Elliott,RB,1.0,50.0,70.0,50.0,10.0,58.0,60.0,12.7,25.4,11,2016,25.0,97.0,3.9,14.0,0.0,0.0,4.0,5.0,30.0,7.5,0.0,0.0,DAL,BAL,True
Jamize Olawale,RB,1.0,,,,,,,14.7,,11,2016,2.0,-3.0,-1.5,0.0,0.0,0.0,3.0,3.0,90.0,30.0,1.0,0.0,DAL,BAL,True
Cordarrelle Patterson,RB,1.0,35.0,60.0,0.0,23.0,11.0,23.0,5.3,15.1,11,2016,,,,,,,,,,,,,MIN,ARI,True
Zach Line,RB,1.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,ARI,True
Jerick McKinnon,RB,1.0,31.0,53.0,52.0,3.0,55.0,55.0,4.1,13.2,11,2016,16.0,44.0,2.8,12.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,MIN,ARI,True
Giovani Bernard,RB,1.0,40.0,55.0,18.0,20.0,30.0,38.0,6.1,15.3,11,2016,7.0,21.0,3.0,9.0,0.0,0.0,5.0,8.0,40.0,8.0,0.0,0.0,CIN,BUF,True
Rex Burkhead,RB,1.0,4.0,5.0,0.0,25.0,25.0,25.0,1.4,35.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,CIN,BUF,True
Le'Veon Bell,RB,1.0,69.0,100.0,41.0,13.0,52.0,54.0,26.1,37.8,11,2016,28.0,146.0,5.2,12.0,0.0,1.0,8.0,9.0,55.0,6.9,0.0,0.0,PIT,CLE,False
Roosevelt Nix,RB,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,CLE,False
Theo Riddick,RB,1.0,33.0,58.0,12.0,30.0,36.0,42.0,8.3,25.2,11,2016,4.0,13.0,3.3,7.0,0.0,0.0,8.0,10.0,70.0,8.8,0.0,0.0,DET,JAC,True
Michael Burton,RB,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,JAC,True
Dwayne Washington,RB,1.0,24.0,42.0,54.0,8.0,63.0,63.0,2.1,8.8,11,2016,13.0,6.0,0.5,4.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,DET,JAC,True
Chris Thompson,RB,1.0,23.0,35.0,9.0,13.0,13.0,22.0,1.9,8.3,11,2016,2.0,10.0,5.0,9.0,0.0,0.0,1.0,3.0,9.0,9.0,0.0,0.0,WAS,GB,True
Malcolm Brown,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,GB,True
Kyle Juszczyk,RB,1.0,25.0,45.0,0.0,12.0,12.0,12.0,3.2,12.8,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,32.0,10.7,0.0,0.0,BAL,DAL,False
Carlos Hyde,RB,1.0,41.0,65.0,46.0,7.0,54.0,54.0,11.0,26.8,11,2016,19.0,86.0,4.5,13.0,0.0,0.0,3.0,3.0,24.0,8.0,0.0,0.0,SF,NE,True
Damien Williams,RB,1.0,9.0,15.0,0.0,11.0,0.0,11.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,LAR,False
Jay Ajayi,RB,1.0,48.0,80.0,33.0,8.0,40.0,42.0,8.4,17.5,11,2016,16.0,77.0,4.8,36.0,1.0,0.0,3.0,4.0,7.0,2.3,0.0,0.0,MIA,LAR,False
Kenyan Drake,RB,1.0,2.0,3.0,50.0,0.0,50.0,50.0,0.2,10.0,11,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,LAR,False
Todd Gurley II,RB,1.0,43.0,69.0,47.0,5.0,47.0,51.0,13.6,31.6,11,2016,20.0,76.0,3.8,24.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,LAR,MIA,True
Duke Johnson Jr.,RB,1.0,32.0,48.0,6.0,13.0,16.0,19.0,5.6,17.5,11,2016,2.0,10.0,5.0,12.0,0.0,0.0,3.0,4.0,46.0,15.3,0.0,0.0,CLE,PIT,True
Danny Vitale,RB,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,PIT,True
T.J. Yeldon,RB,1.0,11.0,17.0,36.0,27.0,55.0,64.0,3.2,29.1,11,2016,4.0,16.0,4.0,7.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,JAC,DET,False
David Johnson,RB,1.0,63.0,85.0,35.0,17.0,46.0,52.0,28.0,44.4,11,2016,22.0,103.0,4.7,11.0,0.0,1.0,7.0,11.0,57.0,8.1,1.0,0.0,ARI,MIN,False
Ty Montgomery,RB,1.0,28.0,41.0,14.0,14.0,25.0,29.0,4.4,15.7,11,2016,,,,,,,,,,,,,GB,WAS,False
Derrick Henry,RB,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,IND,False
Paul Perkins,RB,1.0,20.0,30.0,20.0,10.0,30.0,30.0,3.5,17.5,11,2016,4.0,16.0,4.0,11.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,NYG,CHI,True
Jordan Howard,RB,1.0,46.0,73.0,37.0,17.0,39.0,54.0,9.9,21.5,11,2016,17.0,77.0,4.5,27.0,1.0,0.0,1.0,8.0,22.0,22.0,0.0,0.0,CHI,NYG,False
C.J. Prosise,RB,1.0,19.0,28.0,21.0,16.0,32.0,37.0,14.1,74.2,11,2016,4.0,76.0,19.0,72.0,1.0,1.0,2.0,3.0,5.0,2.5,0.0,0.0,SEA,PHI,True
Troymaine Pope,RB,1.0,5.0,7.0,40.0,0.0,40.0,40.0,0.3,6.0,11,2016,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,PHI,True
Nick Bellore,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,PHI,True
Peyton Barber,RB,1.0,10.0,13.0,40.0,0.0,40.0,40.0,2.2,22.0,11,2016,4.0,22.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,KC,False
Darren Sproles,RB,1.0,31.0,53.0,10.0,23.0,26.0,32.0,5.4,17.4,12,2016,3.0,6.0,2.0,3.0,0.0,0.0,5.0,7.0,48.0,9.6,0.0,0.0,PHI,GB,True
Kenjon Barner,RB,1.0,6.0,10.0,17.0,17.0,33.0,33.0,1.2,20.0,12,2016,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,PHI,GB,True
Wendell Smallwood,RB,1.0,22.0,37.0,41.0,5.0,45.0,45.0,4.7,21.4,12,2016,9.0,37.0,4.1,9.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,PHI,GB,True
Frank Gore,RB,1.0,35.0,56.0,43.0,3.0,46.0,46.0,3.1,8.9,12,2016,15.0,28.0,1.9,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,IND,PIT,True
LeSean McCoy,RB,1.0,40.0,73.0,48.0,5.0,53.0,53.0,27.4,68.5,12,2016,19.0,103.0,5.4,75.0,1.0,2.0,2.0,2.0,31.0,15.5,0.0,0.0,BUF,JAC,True
Jonathan Williams,RB,1.0,15.0,27.0,20.0,7.0,20.0,27.0,1.2,8.0,12,2016,3.0,12.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BUF,JAC,True
Mark Ingram II,RB,1.0,42.0,57.0,33.0,5.0,36.0,38.0,28.7,68.3,12,2016,14.0,146.0,10.4,61.0,1.0,1.0,1.0,2.0,21.0,21.0,1.0,0.0,NO,LAR,True
Ty Montgomery,RB,1.0,,,,,,,0.0,,12,2016,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,NO,LAR,True
Taiwan Jones,RB,1.0,4.0,5.0,0.0,25.0,25.0,25.0,1.5,37.5,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,LV,CAR,True
Latavius Murray,RB,1.0,49.0,66.0,39.0,8.0,45.0,47.0,14.8,30.2,12,2016,19.0,45.0,2.4,7.0,0.0,1.0,3.0,4.0,43.0,14.3,0.0,0.0,LV,CAR,True
Jalen Richard,RB,1.0,13.0,18.0,54.0,0.0,54.0,54.0,2.3,17.7,12,2016,7.0,23.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,CAR,True
Anthony Sherman,RB,1.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,DEN,False
Dion Lewis,RB,1.0,23.0,32.0,26.0,30.0,43.0,57.0,5.8,25.2,12,2016,6.0,24.0,4.0,15.0,0.0,0.0,4.0,7.0,34.0,8.5,0.0,0.0,NE,NYJ,False
James Develin,RB,1.0,25.0,34.0,0.0,8.0,4.0,8.0,0.5,2.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,NE,NYJ,False
James White,RB,1.0,26.0,36.0,0.0,35.0,15.0,35.0,2.2,8.5,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,22.0,5.5,0.0,0.0,NE,NYJ,False
Brandon Bolden,RB,1.0,,,,,,,0.0,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,NYJ,False
Lamar Miller,RB,1.0,48.0,70.0,40.0,8.0,46.0,48.0,5.5,11.5,12,2016,19.0,57.0,3.0,20.0,1.0,0.0,3.0,4.0,18.0,6.0,0.0,1.0,HOU,LAC,True
Alfred Morris,RB,1.0,5.0,9.0,20.0,0.0,20.0,20.0,1.2,24.0,12,2016,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,True
Keith Smith,RB,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,True
Ezekiel Elliott,RB,1.0,46.0,82.0,43.0,4.0,48.0,48.0,24.0,52.2,12,2016,20.0,97.0,4.9,21.0,2.0,2.0,2.0,2.0,23.0,11.5,0.0,0.0,DAL,WAS,True
Jamize Olawale,RB,1.0,,,,,,,0.8,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,DAL,WAS,True
Cordarrelle Patterson,RB,1.0,34.0,59.0,3.0,15.0,18.0,18.0,3.7,10.9,12,2016,,,,,,,,,,,,,MIN,DET,False
Zach Line,RB,1.0,6.0,10.0,17.0,0.0,17.0,17.0,0.2,3.3,12,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,DET,False
Jerick McKinnon,RB,1.0,36.0,62.0,25.0,8.0,33.0,33.0,7.6,21.1,12,2016,9.0,31.0,3.4,10.0,0.0,0.0,3.0,3.0,45.0,15.0,0.0,0.0,MIN,DET,False
Le'Veon Bell,RB,1.0,47.0,87.0,49.0,11.0,57.0,60.0,20.2,43.0,12,2016,23.0,120.0,5.2,12.0,0.0,1.0,4.0,5.0,22.0,5.5,0.0,0.0,PIT,IND,False
Roosevelt Nix,RB,1.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,IND,False
Theo Riddick,RB,1.0,48.0,79.0,19.0,10.0,29.0,29.0,5.8,12.1,12,2016,9.0,45.0,5.0,12.0,0.0,0.0,5.0,5.0,13.0,2.6,0.0,0.0,DET,MIN,True
Michael Burton,RB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,MIN,True
Dwayne Washington,RB,1.0,13.0,21.0,38.0,0.0,38.0,38.0,1.9,14.6,12,2016,5.0,19.0,3.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,MIN,True
Chris Thompson,RB,1.0,43.0,57.0,9.0,14.0,21.0,23.0,3.4,7.9,12,2016,4.0,17.0,4.3,11.0,0.0,0.0,5.0,6.0,17.0,3.4,0.0,0.0,WAS,DAL,False
Malcolm Brown,RB,1.0,7.0,9.0,43.0,0.0,43.0,43.0,0.9,12.9,12,2016,3.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,False
Rex Burkhead,RB,1.0,38.0,51.0,13.0,5.0,18.0,18.0,4.8,12.6,12,2016,5.0,29.0,5.8,17.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,CIN,BAL,False
Kyle Juszczyk,RB,1.0,25.0,37.0,0.0,20.0,12.0,20.0,1.8,7.2,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,18.0,6.0,0.0,0.0,BAL,CIN,True
Patrick DiMarco,RB,1.0,20.0,29.0,0.0,5.0,0.0,5.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,ARI,True
Devonta Freeman,RB,1.0,39.0,56.0,41.0,8.0,46.0,49.0,19.7,50.5,12,2016,16.0,60.0,3.8,16.0,0.0,2.0,2.0,3.0,17.0,8.5,0.0,0.0,ATL,ARI,True
Tevin Coleman,RB,1.0,32.0,46.0,25.0,6.0,31.0,31.0,7.3,22.8,12,2016,8.0,9.0,1.1,7.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,ATL,ARI,True
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,12,2016,1.0,22.0,22.0,22.0,1.0,0.0,5.0,5.0,15.0,3.0,0.0,0.0,ATL,ARI,True
Carlos Hyde,RB,1.0,49.0,63.0,27.0,12.0,37.0,39.0,15.5,31.6,12,2016,13.0,65.0,5.0,24.0,1.0,0.0,5.0,6.0,30.0,6.0,1.0,0.0,SF,MIA,False
Damien Williams,RB,1.0,11.0,19.0,9.0,18.0,27.0,27.0,1.8,16.4,12,2016,1.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,MIA,SF,True
Jay Ajayi,RB,1.0,47.0,80.0,38.0,4.0,40.0,43.0,11.6,24.7,12,2016,18.0,45.0,2.5,18.0,0.0,1.0,1.0,2.0,11.0,11.0,0.0,0.0,MIA,SF,True
Kenyan Drake,RB,1.0,3.0,5.0,33.0,0.0,33.0,33.0,0.9,30.0,12,2016,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,SF,True
Melvin Gordon III,RB,1.0,51.0,91.0,33.0,8.0,41.0,41.0,8.9,17.5,12,2016,17.0,70.0,4.1,18.0,0.0,0.0,4.0,4.0,19.0,4.8,0.0,0.0,LAC,HOU,False
Derek Watt,RB,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,HOU,False
Todd Gurley II,RB,1.0,34.0,64.0,38.0,12.0,50.0,50.0,8.9,26.2,12,2016,13.0,50.0,3.8,13.0,0.0,0.0,4.0,4.0,39.0,9.8,0.0,0.0,LAR,NO,False
Duke Johnson Jr.,RB,1.0,35.0,47.0,14.0,14.0,26.0,31.0,4.0,11.4,12,2016,5.0,14.0,2.8,6.0,0.0,0.0,3.0,5.0,26.0,8.7,0.0,0.0,CLE,NYG,True
Danny Vitale,RB,1.0,12.0,16.0,0.0,8.0,8.0,8.0,-0.4,-3.3,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,-4.0,0.0,0.0,CLE,NYG,True
T.J. Yeldon,RB,1.0,23.0,34.0,26.0,9.0,30.0,35.0,2.0,8.7,12,2016,6.0,17.0,2.8,6.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,JAC,BUF,False
