player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,BYE,
Robbie Gould,3,4,75.0,29,0,3,0,0,0,0,0,1,9.0,22.5,SF,7,K,WAS,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,WAS,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,WAS,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,7,K,WAS,False
Matt Prater,1,1,100.0,46,0,0,0,1,0,3,3,1,7.0,52.8,ARI,7,K,NYG,False
Daniel Carlson,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,74.3,LV,7,K,GB,False
Eddy Pineiro,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,0.2,NYJ,7,K,NE,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,7,K,NE,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,7,K,NE,True
Mason Crosby,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,40.7,GB,7,K,LV,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,7,K,LV,True
Randy Bullock,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,10.8,TEN,7,K,LAC,True
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,TEN,7,K,LAC,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,7,K,LAC,True
Jake Elliott,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,22.5,PHI,7,K,DAL,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,22.6,MIA,7,K,BUF,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,33.3,MIA,7,K,BUF,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,7,K,SF,True
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,7,K,SF,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,SF,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,SF,True
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,7,K,LAR,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,LAR,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,LAR,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,7,K,NYJ,False
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,7,K,NYJ,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,BYE,
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,7,K,BYE,
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,BYE,
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,7,K,DET,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,7,K,HOU,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,7,K,HOU,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,7,K,HOU,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,7,K,ATL,False
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,89.8,LAR,7,K,ATL,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,7,K,ATL,False
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,7,K,ATL,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,7,K,TEN,False
Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,14.5,LAC,7,K,TEN,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,7,K,JAC,True
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,7,K,MIN,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,7,K,MIN,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,7,K,CIN,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,7,K,BYE,
Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.0,PIT,7,K,BYE,
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,7,K,MIA,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,7,K,ARI,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,7,K,ARI,True
Brandon McManus,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,44.3,DEN,7,K,KC,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,7,K,NO,True
Dan Bailey,4,4,100.0,50,0,2,0,1,1,1,1,1,16.0,0.0,FA,8,K,,
Adam Vinatieri,3,4,75.0,55,0,0,0,1,2,0,1,1,14.0,0.2,FA,8,K,,
Josh Lambo,3,3,100.0,43,0,2,0,1,0,2,3,1,12.0,3.2,FA,8,K,,
Cody Parkey,2,2,100.0,51,0,0,0,1,1,3,3,1,12.0,0.4,FA,8,K,,
Mike Nugent,2,4,50.0,29,0,2,0,0,0,3,3,1,9.0,1.0,FA,8,K,,
Matt Bryant,2,4,50.0,47,0,0,1,1,0,0,0,1,7.0,1.1,FA,8,K,,
Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,1.8,FA,8,K,,
Stephen Hauschka,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,0.0,FA,8,K,,
Kasey Redfern,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,8,K,,
Jason Myers,2,2,100.0,54,0,0,0,1,1,3,3,1,12.0,22.1,SEA,8,K,ATL,False
Chris Boswell,2,3,66.7,42,0,0,0,2,0,3,3,1,11.0,51.0,PIT,8,K,MIA,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,MIA,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,MIA,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,8,K,MIA,True
Zane Gonzalez,3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,2.6,CAR,8,K,SF,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,SF,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,8,K,SF,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,8,K,SF,False
Matt Gay,3,3,100.0,48,0,2,0,1,0,0,0,1,10.0,89.8,LAR,8,K,CIN,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,8,K,CIN,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,8,K,CIN,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,8,K,CIN,True
Eddy Pineiro,3,5,60.0,25,1,2,0,0,0,1,1,1,10.0,0.2,NYJ,8,K,JAC,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,8,K,JAC,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,JAC,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,JAC,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,8,K,JAC,False
Ka'imi Fairbairn,2,2,100.0,40,0,0,1,1,0,3,3,1,10.0,0.8,HOU,8,K,LV,True
Dustin Hopkins,3,3,100.0,43,0,1,1,1,0,0,0,1,10.0,14.5,LAC,8,K,CHI,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,8,K,CHI,False
Matt Prater,1,2,50.0,52,0,0,0,0,1,4,4,1,9.0,52.8,ARI,8,K,NO,False
Robbie Gould,1,1,100.0,20,0,1,0,0,0,6,6,1,9.0,22.5,SF,8,K,CAR,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CAR,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CAR,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,8,K,CAR,True
Austin Seibert,2,2,100.0,47,0,0,1,1,0,1,1,1,8.0,0.1,DET,8,K,NYG,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,8,K,NYG,True
Wil Lutz,1,2,50.0,26,0,1,0,0,0,4,4,1,7.0,3.3,NO,8,K,ARI,True
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,8,K,ARI,True
Daniel Carlson,1,1,100.0,44,0,0,0,1,0,3,3,1,7.0,74.3,LV,8,K,HOU,False
Brandon McManus,2,2,100.0,29,0,2,0,0,0,1,1,1,7.0,44.3,DEN,8,K,IND,False
Mason Crosby,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,40.7,GB,8,K,KC,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,8,K,KC,False
Harrison Butker,1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,76.6,KC,8,K,GB,True
Greg Zuerlein,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,74.2,DAL,8,K,BYE,
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,8,K,BYE,
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,BYE,
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,8,K,BYE,
Jake Elliott,1,1,100.0,37,0,0,1,0,0,2,3,1,5.0,22.5,PHI,8,K,BUF,False
Chase McLaughlin,1,2,50.0,20,0,1,0,0,0,2,2,1,5.0,7.1,CLE,8,K,NE,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,8,K,NE,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,8,K,NE,False
Randy Bullock,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,10.8,TEN,8,K,TB,True
Sam Ficken,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,0.1,TEN,8,K,TB,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,8,K,TB,True
Joey Slye,1,1,100.0,41,0,0,0,1,0,0,0,1,4.0,1.6,WAS,8,K,MIN,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,8,K,MIN,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,MIN,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,8,K,MIN,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,22.6,MIA,8,K,PIT,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,8,K,PIT,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,8,K,DEN,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,8,K,DEN,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,8,K,DEN,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,8,K,NYJ,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,8,K,WAS,True
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,8,K,SEA,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,SEA,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,8,K,SEA,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,8,K,LAR,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,TEN,False
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,8,K,TEN,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,8,K,TEN,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,8,K,CLE,True
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,8,K,CLE,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,8,K,PHI,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,8,K,DET,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,8,K,DET,False
Justin Tucker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,98.0,BAL,8,K,BYE,
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,8,K,LAC,True
Harrison Butker,4,4,100.0,54,0,1,0,2,1,2,2,1,18.0,76.6,KC,9,K,MIN,True
Michael Badgley,4,5,80.0,43,0,1,1,2,0,2,2,1,16.0,19.9,IND,9,K,PIT,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,9,K,PIT,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,9,K,PIT,False
Chris Boswell,4,4,100.0,51,0,2,1,0,1,2,2,1,16.0,51.0,PIT,9,K,IND,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,IND,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,IND,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,9,K,IND,True
Brett Maher,3,4,75.0,52,0,1,1,0,1,4,4,1,15.0,1.9,NO,9,K,BYE,
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,9,K,BYE,
Sam Ficken,3,4,75.0,52,0,1,0,1,1,1,1,1,13.0,0.1,TEN,9,K,CAR,False
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,10.8,TEN,9,K,CAR,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,9,K,CAR,False
Austin Seibert,4,4,100.0,39,0,1,3,0,0,1,1,1,13.0,0.1,DET,9,K,LV,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,9,K,LV,False
Matt Gay,2,3,66.7,45,0,0,0,2,0,4,4,1,12.0,89.8,LAR,9,K,BYE,
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,9,K,BYE,
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,9,K,BYE,
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,9,K,BYE,
Aldrick Rosas,4,4,100.0,29,0,4,0,0,0,0,1,1,12.0,1.8,FA,9,K,,
Stephen Hauschka,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,0.0,FA,9,K,,
Dan Bailey,1,1,100.0,29,0,1,0,0,0,2,3,1,5.0,0.0,FA,9,K,,
Adam Vinatieri,1,2,50.0,25,0,1,0,0,0,1,2,1,4.0,0.2,FA,9,K,,
Josh Lambo,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.2,FA,9,K,,
Ka'imi Fairbairn,2,3,66.7,52,0,0,0,1,1,2,3,1,11.0,0.8,HOU,9,K,JAC,False
Jake Elliott,3,3,100.0,38,0,2,1,0,0,1,2,1,10.0,22.5,PHI,9,K,CHI,True
Dustin Hopkins,3,3,100.0,39,0,1,2,0,0,0,0,1,9.0,14.5,LAC,9,K,GB,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,9,K,GB,True
Jason Myers,2,4,50.0,37,0,1,1,0,0,2,3,1,8.0,22.1,SEA,9,K,TB,True
Nick Folk,2,2,100.0,22,1,1,0,0,0,2,2,1,8.0,81.8,NE,9,K,BAL,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,9,K,BAL,False
Daniel Carlson,1,2,50.0,32,0,0,1,0,0,4,4,1,7.0,74.3,LV,9,K,DET,True
Justin Tucker,1,1,100.0,39,0,0,1,0,0,4,5,1,7.0,98.0,BAL,9,K,NE,True
Brandon McManus,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,44.3,DEN,9,K,CLE,True
Jason Sanders,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,22.6,MIA,9,K,NYJ,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,9,K,NYJ,True
Matt Prater,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,52.8,ARI,9,K,SF,True
Joey Slye,1,2,50.0,35,0,0,1,0,0,3,4,1,6.0,1.6,WAS,9,K,BUF,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,9,K,BUF,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,9,K,BUF,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,9,K,BUF,False
Mason Crosby,1,1,100.0,54,0,0,0,0,1,0,0,1,5.0,40.7,GB,9,K,LAC,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,9,K,LAC,False
Zane Gonzalez,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,2.6,CAR,9,K,TEN,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,9,K,TEN,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,9,K,TEN,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,9,K,TEN,True
Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,22.5,SF,9,K,ARI,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,9,K,ARI,False
Ryan Succop,0,3,0.0,0,0,0,0,0,0,2,2,1,2.0,57.4,TB,9,K,SEA,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,SEA,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,9,K,SEA,False
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.2,NYJ,9,K,MIA,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,9,K,MIA,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,MIA,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,MIA,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,9,K,MIA,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,9,K,DEN,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,9,K,DEN,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,9,K,DEN,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,9,K,HOU,True
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,9,K,KC,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,9,K,BYE,
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,9,K,BYE,
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,9,K,BYE,
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,9,K,BYE,
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,9,K,NYG,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,NYG,False
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.2,DAL,9,K,NYG,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,9,K,NYG,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,9,K,WAS,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,9,K,DAL,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,9,K,DAL,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,9,K,PHI,False
Harrison Butker,4,5,80.0,43,0,0,2,2,0,2,3,1,16.0,76.6,KC,10,K,TEN,False
Younghoe Koo,4,4,100.0,48,0,0,3,1,0,2,2,1,15.0,40.9,ATL,10,K,NO,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,10,K,NO,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,10,K,NO,False
Matt Gay,3,3,100.0,45,0,0,1,2,0,3,3,1,14.0,89.8,LAR,10,K,PIT,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,10,K,PIT,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,10,K,PIT,False
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,10,K,PIT,False
Jason Sanders,3,3,100.0,48,0,0,0,3,0,1,1,1,13.0,22.6,MIA,10,K,IND,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,10,K,IND,False
Chase McLaughlin,3,4,75.0,47,0,0,1,2,0,1,1,1,12.0,7.1,CLE,10,K,BUF,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,10,K,BUF,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,10,K,BUF,True
Sam Ficken,2,3,66.7,53,0,0,1,0,1,4,4,1,12.0,0.1,TEN,10,K,KC,True
Randy Bullock,2,2,100.0,42,0,0,1,1,0,1,1,1,8.0,10.8,TEN,10,K,KC,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,10,K,KC,True
Jason Myers,2,2,100.0,46,0,0,0,2,0,3,3,1,11.0,22.1,SEA,10,K,SF,False
Zane Gonzalez,2,2,100.0,54,0,0,1,0,1,3,3,1,11.0,2.6,CAR,10,K,GB,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,10,K,GB,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,10,K,GB,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,10,K,GB,False
Wil Lutz,3,3,100.0,47,0,2,0,1,0,0,0,1,10.0,3.3,NO,10,K,ATL,True
Brett Maher,1,2,50.0,23,0,1,0,0,0,3,3,1,6.0,1.9,NO,10,K,ATL,True
Matt Prater,2,2,100.0,54,0,1,0,0,1,1,1,1,9.0,52.8,ARI,10,K,TB,False
Daniel Carlson,2,3,66.7,40,0,1,0,1,0,2,3,1,9.0,74.3,LV,10,K,LAC,True
Austin Seibert,2,2,100.0,47,0,1,0,1,0,1,2,1,8.0,0.1,DET,10,K,CHI,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,10,K,CHI,False
Dan Bailey,2,2,100.0,27,0,2,0,0,0,2,2,1,8.0,0.0,FA,10,K,,
Adam Vinatieri,2,2,100.0,39,0,1,1,0,0,0,1,1,6.0,0.2,FA,10,K,,
Stephen Hauschka,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,10,K,,
Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.8,FA,10,K,,
Justin Tucker,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,98.0,BAL,10,K,CIN,False
Mason Crosby,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,40.7,GB,10,K,CAR,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,10,K,CAR,True
Michael Badgley,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,19.9,IND,10,K,MIA,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,10,K,MIA,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,10,K,MIA,True
Joey Slye,1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,1.6,WAS,10,K,BYE,
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,10,K,BYE,
