index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
140,F.Swain,SEA,4.0,1.715519803816347,177.0,48.0,-2.2844801961836527,-129.0,False
4,A.Cooper,DAL,8.0,5.639581168466189,27.0,13.0,-2.360418831533811,-14.0,False
69,C.Patterson,ATL,5.0,2.6338605698861217,119.0,35.0,-2.3661394301138783,-84.0,False
2,A.Brown,TB,4.0,1.5747600613794008,189.0,48.0,-2.4252399386205994,-141.0,False
55,C.Davis,NYJ,4.0,1.54917543506033,198.0,48.0,-2.45082456493967,-150.0,False
35,B.Cooks,HOU,6.0,3.516925846914814,77.0,22.0,-2.483074153085186,-55.0,False
81,C.Wilson,DAL,6.0,3.3722048210661755,84.0,22.0,-2.6277951789338245,-62.0,False
178,J.Jennings,SF,5.0,2.2607058380906073,137.0,35.0,-2.7392941619093927,-102.0,False
249,M.Callaway,NO,6.0,2.9029474281928214,106.0,22.0,-3.0970525718071786,-84.0,False
105,D.Hopkins,ARI,8.0,4.523942016016868,45.0,13.0,-3.4760579839831323,-32.0,False
17,A.Lazard,GB,8.0,4.2873339438204745,57.0,13.0,-3.7126660561795255,-44.0,False
232,K.Osborn,MIN,7.0,3.178240778213715,92.0,16.0,-3.821759221786285,-76.0,False
358,T.Lockett,SEA,8.0,3.4458165703202672,80.0,13.0,-4.554183429679733,-67.0,False
28,A.Thielen,MIN,10.0,4.9556697194538835,37.0,6.0,-5.0443302805461165,-31.0,False
252,M.Evans,TB,14.0,7.747760135386492,11.0,1.0,-6.252239864613508,-10.0,False
163,J.Chase,CIN,13.0,6.387239555656911,14.0,2.0,-6.612760444343089,-12.0,False
109,D.Metcalf,SEA,12.0,4.859682967258602,39.0,3.0,-7.140317032741398,-36.0,False
