player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Hayden Hurst,TE,ATL,1.0,,,,,,,6.1,,2,2019,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,PHI,True
Lee Smith,TE,BUF,1.0,38.0,54.0,0.0,3.0,3.0,3.0,0.8,2.1,2,2019,,,,,,,,,,,,NYG,False
Tommy Sweeney,TE,BUF,1.0,21.0,30.0,0.0,5.0,0.0,5.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Dawson Knox,TE,BUF,1.0,36.0,51.0,0.0,11.0,3.0,11.0,1.8,5.0,2,2019,1.0,4.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Virgil Green,TE,LAC,1.0,57.0,88.0,0.0,4.0,2.0,4.0,0.9,1.6,2,2019,,,,,,,,,,,,DET,False
Sean Culkin,TE,LAC,1.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,DET,False
Jared Cook,TE,LAC,1.0,,,,,,,2.5,,2,2019,2.0,7.0,25.0,12.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Rhett Ellison,TE,NYG,1.0,33.0,49.0,0.0,3.0,3.0,3.0,0.8,2.4,2,2019,,,,,,,,,,,,BUF,True
Eric Tomlinson,TE,NYG,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,BUF,True
Evan Engram,TE,NYG,1.0,53.0,78.0,0.0,15.0,11.0,15.0,4.8,9.1,2,2019,6.0,8.0,48.0,8.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Kyle Rudolph,TE,NYG,1.0,,,,,,,0.9,,2,2019,3.0,4.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Levine Toilolo,TE,NYG,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Derek Carrier,TE,LV,1.0,9.0,15.0,0.0,56.0,33.0,56.0,3.3,36.7,2,2019,,,,,,,,,,,,KC,True
Darren Waller,TE,LV,1.0,59.0,95.0,0.0,12.0,10.0,12.0,6.3,10.7,2,2019,,,,,,,,,,,,KC,True
Foster Moreau,TE,LV,1.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,KC,True
Darren Waller,TE,LV,1.0,,,,,,,6.3,,2,2019,6.0,7.0,63.0,10.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Derek Carrier,TE,LV,1.0,,,,,,,3.3,,2,2019,3.0,5.0,33.0,11.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,True
Foster Moreau,TE,LV,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Travis Kelce,TE,KC,1.0,64.0,85.0,0.0,14.0,11.0,14.0,16.7,26.1,2,2019,7.0,9.0,107.0,15.3,34.0,2.0,1.0,0.0,0.0,0.0,0.0,LV,False
Blake Bell,TE,KC,1.0,25.0,33.0,0.0,4.0,0.0,4.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
James Winchester,TE,KC,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Zach Ertz,TE,PHI,1.0,80.0,100.0,0.0,20.0,10.0,20.0,9.2,11.5,2,2019,,,,,,,,,,,,ATL,False
Tyler Eifert,TE,CIN,1.0,18.0,26.0,0.0,28.0,17.0,28.0,6.9,38.3,2,2019,,,,,,,,,,,,SF,True
C.J. Uzomah,TE,CIN,1.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Drew Sample,TE,CIN,1.0,19.0,28.0,0.0,16.0,11.0,16.0,2.5,13.2,2,2019,2.0,3.0,25.0,12.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,SF,True
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Levine Toilolo,TE,SF,1.0,33.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,CIN,False
George Kittle,TE,SF,1.0,47.0,67.0,0.0,6.0,6.0,6.0,5.4,11.5,2,2019,3.0,3.0,54.0,18.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Ross Dwelley,TE,SF,1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Vance McDonald,TE,PIT,1.0,51.0,91.0,0.0,14.0,14.0,14.0,15.8,31.0,2,2019,,,,,,,,,,,,SEA,True
Ryan Griffin,TE,NYJ,1.0,57.0,89.0,0.0,2.0,0.0,2.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Daniel Brown,TE,NYJ,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Trevon Wesco,TE,NYJ,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,True
Demetrius Harris,TE,CLE,1.0,50.0,78.0,0.0,2.0,2.0,2.0,0.4,0.8,2,2019,,,,,,,,,,,,NYJ,False
David Njoku,TE,CLE,1.0,10.0,16.0,0.0,10.0,0.0,10.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Ricky Seals-Jones,TE,CLE,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,NYJ,False
Pharaoh Brown,TE,CLE,1.0,16.0,25.0,0.0,6.0,0.0,6.0,0.0,0.0,2,2019,,,,,,,,,,,,NYJ,False
Austin Hooper,TE,CLE,1.0,,,,,,,3.4,,2,2019,4.0,6.0,34.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Jack Doyle,TE,IND,1.0,49.0,70.0,0.0,6.0,4.0,6.0,2.1,4.3,2,2019,2.0,3.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Eric Ebron,TE,IND,1.0,33.0,47.0,0.0,12.0,9.0,12.0,8.5,25.8,2,2019,,,,,,,,,,,,TEN,False
Mo Alie-Cox,TE,IND,1.0,24.0,34.0,0.0,4.0,0.0,4.0,0.0,0.0,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Logan Thomas,TE,DET,1.0,6.0,10.0,0.0,17.0,17.0,17.0,0.7,11.7,2,2019,,,,,,,,,,,,LAC,True
Jesse James,TE,DET,1.0,29.0,48.0,0.0,14.0,10.0,14.0,1.8,6.2,2,2019,,,,,,,,,,,,LAC,True
T.J. Hockenson,TE,DET,1.0,47.0,78.0,0.0,6.0,2.0,6.0,0.7,1.5,2,2019,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Trey Burton,TE,CHI,1.0,26.0,42.0,0.0,12.0,8.0,12.0,0.5,1.9,2,2019,,,,,,,,,,,,DEN,False
Ben Braunecker,TE,CHI,1.0,14.0,23.0,0.0,21.0,14.0,21.0,2.4,17.1,2,2019,,,,,,,,,,,,DEN,False
Adam Shaheen,TE,CHI,1.0,20.0,32.0,0.0,15.0,15.0,15.0,2.4,12.0,2,2019,,,,,,,,,,,,DEN,False
Jesse James,TE,CHI,1.0,,,,,,,1.8,,2,2019,3.0,4.0,18.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Jimmy Graham,TE,CHI,1.0,,,,,,,0.0,,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Beau Brinkley,TE,CHI,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Patrick Scales,TE,CHI,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Cameron Brate,TE,TB,1.0,16.0,27.0,0.0,13.0,13.0,13.0,1.0,6.3,2,2019,2.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
O.J. Howard,TE,TB,1.0,55.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Antony Auclair,TE,TB,1.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,CAR,False
Darren Fells,TE,HOU,1.0,43.0,66.0,0.0,7.0,2.0,7.0,0.9,2.1,2,2019,,,,,,,,,,,,JAC,True
Jordan Akins,TE,HOU,1.0,38.0,58.0,0.0,8.0,5.0,8.0,2.5,6.6,2,2019,2.0,3.0,25.0,12.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Pharaoh Brown,TE,HOU,1.0,,,,,,,0.0,,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Antony Auclair,TE,HOU,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Maxx Williams,TE,ARI,1.0,14.0,25.0,0.0,7.0,7.0,7.0,2.1,15.0,2,2019,1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Zach Ertz,TE,ARI,1.0,,,,,,,9.2,,2,2019,8.0,16.0,72.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Demetrius Harris,TE,ARI,1.0,,,,,,,0.4,,2,2019,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Nick O'Leary,TE,MIA,1.0,14.0,23.0,0.0,7.0,7.0,7.0,0.6,4.3,2,2019,,,,,,,,,,,,NE,True
Mike Gesicki,TE,MIA,1.0,35.0,56.0,0.0,6.0,3.0,6.0,1.1,3.1,2,2019,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Durham Smythe,TE,MIA,1.0,25.0,40.0,0.0,4.0,4.0,4.0,2.4,9.6,2,2019,1.0,1.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,NE,True
Adam Shaheen,TE,MIA,1.0,,,,,,,2.4,,2,2019,3.0,3.0,24.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Cethan Carter,TE,MIA,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Nick Boyle,TE,BAL,1.0,47.0,60.0,0.0,6.0,2.0,6.0,1.4,3.0,2,2019,1.0,3.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Mark Andrews,TE,BAL,1.0,42.0,54.0,0.0,21.0,19.0,21.0,17.2,41.0,2,2019,8.0,9.0,112.0,14.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,ARI,True
Hayden Hurst,TE,BAL,1.0,32.0,41.0,0.0,3.0,3.0,3.0,6.1,19.1,2,2019,,,,,,,,,,,,ARI,True
Eric Tomlinson,TE,BAL,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Xavier Grimble,TE,BAL,1.0,,,,,,,0.0,,2,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
MyCole Pruitt,TE,TEN,1.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Jonnu Smith,TE,TEN,1.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,IND,True
Anthony Firkser,TE,TEN,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Geoff Swaim,TE,TEN,1.0,,,,,,,1.4,,2,2019,3.0,4.0,14.0,4.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Ryan Izzo,TE,TEN,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
James O'Shaughnessy,TE,JAC,1.0,42.0,66.0,0.0,10.0,10.0,10.0,2.8,6.7,2,2019,4.0,4.0,28.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Geoff Swaim,TE,JAC,1.0,34.0,53.0,0.0,12.0,9.0,12.0,1.4,4.1,2,2019,,,,,,,,,,,,HOU,False
Seth DeValve,TE,JAC,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,HOU,False
Chris Manhertz,TE,JAC,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Matt LaCosse,TE,NE,1.0,41.0,58.0,0.0,5.0,5.0,5.0,3.3,8.0,2,2019,,,,,,,,,,,,MIA,False
Ryan Izzo,TE,NE,1.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,,,,,,,,,,,,MIA,False
Troy Fumagalli,TE,NE,1.0,,,,,,,0.7,,2,2019,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Jonnu Smith,TE,NE,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Tyler Higbee,TE,LAR,1.0,23.0,34.0,0.0,13.0,9.0,13.0,2.1,9.1,2,2019,2.0,3.0,21.0,10.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Gerald Everett,TE,LAR,1.0,48.0,72.0,2.0,8.0,8.0,10.0,2.1,4.4,2,2019,,,,,,,,,,,,NO,True
Matthew Orzech,TE,LAR,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Nick Vannett,TE,SEA,1.0,33.0,42.0,0.0,3.0,3.0,3.0,1.3,3.9,2,2019,,,,,,,,,,,,PIT,False
Will Dissly,TE,SEA,1.0,46.0,58.0,0.0,11.0,11.0,11.0,17.0,37.0,2,2019,5.0,5.0,50.0,10.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,PIT,False
Tyler Ott,TE,SEA,1.0,,,,,,,0.0,,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,False
Troy Fumagalli,TE,DEN,1.0,14.0,17.0,0.0,7.0,7.0,7.0,0.7,5.0,2,2019,,,,,,,,,,,,CHI,True
Noah Fant,TE,DEN,1.0,54.0,66.0,0.0,7.0,7.0,7.0,3.3,6.1,2,2019,4.0,4.0,33.0,8.3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Andrew Beck,TE,DEN,1.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Greg Olsen,TE,CAR,1.0,48.0,80.0,0.0,15.0,13.0,15.0,19.5,40.6,3,2019,,,,,,,,,,,,ARI,False
Chris Manhertz,TE,CAR,1.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,ARI,False
Ian Thomas,TE,CAR,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,False
Jared Cook,TE,NO,1.0,42.0,75.0,0.0,5.0,2.0,5.0,0.7,1.7,3,2019,,,,,,,,,,,,SEA,False
Josh Hill,TE,NO,1.0,33.0,59.0,0.0,6.0,3.0,6.0,0.4,1.2,3,2019,,,,,,,,,,,,SEA,False
Nick Vannett,TE,NO,1.0,,,,,,,0.9,,3,2019,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Zach Wood,TE,NO,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Jason Witten,TE,DAL,1.0,37.0,51.0,0.0,11.0,8.0,11.0,5.4,14.6,3,2019,,,,,,,,,,,,MIA,True
Blake Jarwin,TE,DAL,1.0,35.0,49.0,0.0,9.0,3.0,9.0,0.3,0.9,3,2019,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Dalton Schultz,TE,DAL,1.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Jeremy Sprinkle,TE,DAL,1.0,,,,,,,1.9,,3,2019,2.0,4.0,19.0,9.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Marcedes Lewis,TE,GB,1.0,30.0,56.0,0.0,7.0,3.0,7.0,1.9,6.3,3,2019,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Jimmy Graham,TE,GB,1.0,22.0,41.0,0.0,5.0,0.0,5.0,0.0,0.0,3,2019,,,,,,,,,,,,DEN,True
Robert Tonyan,TE,GB,1.0,15.0,28.0,0.0,20.0,7.0,20.0,0.4,2.7,3,2019,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,True
Evan Baylis,TE,GB,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,DEN,True
Vernon Davis,TE,WAS,1.0,54.0,70.0,0.0,7.0,4.0,7.0,3.0,5.6,3,2019,,,,,,,,,,,,CHI,True
Jeremy Sprinkle,TE,WAS,1.0,38.0,49.0,0.0,11.0,5.0,11.0,1.9,5.0,3,2019,,,,,,,,,,,,CHI,True
Logan Thomas,TE,WAS,1.0,,,,,,,1.5,,3,2019,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Ricky Seals-Jones,TE,WAS,1.0,,,,,,,1.4,,3,2019,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,True
Kyle Rudolph,TE,MIN,1.0,54.0,87.0,0.0,2.0,2.0,2.0,1.1,2.0,3,2019,,,,,,,,,,,,LV,True
Tyler Conklin,TE,MIN,1.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Irv Smith Jr.,TE,MIN,1.0,31.0,50.0,0.0,10.0,10.0,10.0,6.0,19.4,3,2019,3.0,3.0,60.0,20.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,LV,True
Luke Stocker,TE,MIN,1.0,,,,,,,1.2,,3,2019,3.0,4.0,12.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Lance Kendricks,TE,LAC,1.0,11.0,15.0,0.0,18.0,9.0,18.0,1.3,11.8,3,2019,,,,,,,,,,,,HOU,True
Virgil Green,TE,LAC,1.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,HOU,True
Sean Culkin,TE,LAC,1.0,43.0,58.0,0.0,2.0,0.0,2.0,0.0,0.0,3,2019,,,,,,,,,,,,HOU,True
Jared Cook,TE,LAC,1.0,,,,,,,0.7,,3,2019,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,True
Luke Stocker,TE,ATL,1.0,23.0,38.0,0.0,17.0,13.0,17.0,1.2,5.2,3,2019,,,,,,,,,,,,IND,False
Austin Hooper,TE,ATL,1.0,53.0,88.0,0.0,13.0,11.0,13.0,18.6,35.1,3,2019,,,,,,,,,,,,IND,False
Hayden Hurst,TE,ATL,1.0,,,,,,,1.4,,3,2019,2.0,5.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Jaeden Graham,TE,ATL,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Lee Smith,TE,BUF,1.0,40.0,52.0,0.0,3.0,0.0,3.0,0.0,0.0,3,2019,,,,,,,,,,,,CIN,True
Tommy Sweeney,TE,BUF,1.0,22.0,29.0,0.0,14.0,5.0,14.0,0.3,1.4,3,2019,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Dawson Knox,TE,BUF,1.0,44.0,57.0,2.0,9.0,9.0,11.0,13.6,30.9,3,2019,3.0,4.0,67.0,22.3,49.0,1.0,1.0,1.0,9.0,0.0,0.0,CIN,True
Rhett Ellison,TE,NYG,1.0,22.0,35.0,0.0,5.0,5.0,5.0,0.3,1.4,3,2019,,,,,,,,,,,,TB,False
Eric Tomlinson,TE,NYG,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,TB,False
Evan Engram,TE,NYG,1.0,54.0,87.0,0.0,15.0,11.0,15.0,17.3,32.0,3,2019,6.0,8.0,113.0,18.8,75.0,1.0,1.0,0.0,0.0,0.0,0.0,TB,False
Kyle Rudolph,TE,NYG,1.0,,,,,,,1.1,,3,2019,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Levine Toilolo,TE,NYG,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Derek Carrier,TE,LV,1.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,MIN,False
Darren Waller,TE,LV,1.0,53.0,90.0,2.0,26.0,26.0,28.0,14.1,26.6,3,2019,,,,,,,,,,,,MIN,False
Foster Moreau,TE,LV,1.0,23.0,39.0,0.0,9.0,4.0,9.0,0.1,0.4,3,2019,,,,,,,,,,,,MIN,False
Darren Waller,TE,LV,1.0,,,,,,,14.1,,3,2019,13.0,14.0,134.0,10.3,30.0,1.0,0.0,1.0,7.0,0.0,0.0,MIN,False
Foster Moreau,TE,LV,1.0,,,,,,,0.1,,3,2019,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Derek Carrier,TE,LV,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Travis Kelce,TE,KC,1.0,63.0,89.0,0.0,13.0,11.0,13.0,8.9,14.1,3,2019,7.0,8.0,89.0,12.7,21.0,2.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Blake Bell,TE,KC,1.0,31.0,44.0,0.0,3.0,3.0,3.0,0.1,0.3,3,2019,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Deon Yelder,TE,KC,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,BAL,True
James Winchester,TE,KC,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Zach Ertz,TE,PHI,1.0,74.0,100.0,0.0,9.0,5.0,9.0,6.4,8.6,3,2019,,,,,,,,,,,,DET,True
Alex Ellis,TE,PHI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,DET,True
Dallas Goedert,TE,PHI,1.0,9.0,12.0,0.0,11.0,0.0,11.0,0.0,0.0,3,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Tyler Eifert,TE,CIN,1.0,28.0,45.0,0.0,4.0,4.0,4.0,1.8,6.4,3,2019,,,,,,,,,,,,BUF,False
C.J. Uzomah,TE,CIN,1.0,28.0,45.0,0.0,4.0,0.0,4.0,0.0,0.0,3,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Drew Sample,TE,CIN,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Clark Harris,TE,CIN,1.0,,,,,,,0.0,,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Levine Toilolo,TE,SF,1.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,,,,,,,,,,,,PIT,True
George Kittle,TE,SF,1.0,79.0,100.0,0.0,10.0,8.0,10.0,5.7,7.2,3,2019,6.0,8.0,57.0,9.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Ross Dwelley,TE,SF,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Vance McDonald,TE,PIT,1.0,15.0,28.0,0.0,13.0,7.0,13.0,1.0,6.7,3,2019,,,,,,,,,,,,SF,False
Zach Gentry,TE,PIT,1.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Ryan Griffin,TE,NYJ,1.0,46.0,92.0,0.0,2.0,2.0,2.0,0.5,1.1,3,2019,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Daniel Brown,TE,NYJ,1.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Trevon Wesco,TE,NYJ,1.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Demetrius Harris,TE,CLE,1.0,61.0,90.0,0.0,3.0,2.0,3.0,6.2,10.2,3,2019,,,,,,,,,,,,LAR,True
Ricky Seals-Jones,TE,CLE,1.0,6.0,9.0,0.0,33.0,17.0,33.0,1.4,23.3,3,2019,,,,,,,,,,,,LAR,True
