player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Nick Westbrook-Ikhine,WR,TEN,1.0,9.0,14.0,0.0,11.0,0.0,11.0,0.0,0.0,10,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Marcus Johnson,WR,TEN,1.0,,,,,,,0.0,,10,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
JuJu Smith-Schuster,WR,PIT,1.0,61.0,84.0,0.0,21.0,15.0,21.0,13.7,22.5,10,2020,,,,,,,,,,,,CIN,True
James Washington,WR,PIT,1.0,28.0,38.0,0.0,7.0,7.0,7.0,3.0,10.7,10,2020,2.0,2.0,30.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Ray-Ray McCloud,WR,PIT,1.0,15.0,21.0,7.0,13.0,20.0,20.0,0.3,2.0,10,2020,2.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,-1.0,0.0,0.0,CIN,True
Diontae Johnson,WR,PIT,1.0,63.0,86.0,0.0,17.0,10.0,17.0,17.6,27.9,10,2020,6.0,11.0,116.0,19.3,46.0,0.0,1.0,0.0,0.0,0.0,0.0,CIN,True
Chase Claypool,WR,PIT,1.0,44.0,60.0,5.0,23.0,14.0,27.0,17.3,39.3,10,2020,4.0,10.0,56.0,14.0,15.0,0.0,2.0,2.0,-3.0,0.0,0.0,CIN,True
Steven Sims Jr.,WR,PIT,1.0,,,,,,,4.6,,10,2020,5.0,6.0,46.0,9.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Anthony Miller,WR,PIT,1.0,,,,,,,2.8,,10,2020,2.0,7.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Trent Taylor,WR,SF,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2020,,,,,,,,,,,,NO,False
Kendrick Bourne,WR,SF,1.0,41.0,58.0,0.0,12.0,10.0,12.0,2.6,6.3,10,2020,,,,,,,,,,,,NO,False
River Cracraft,WR,SF,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2020,,,,,,,,,,,,NO,False
Richie James Jr.,WR,SF,1.0,69.0,97.0,0.0,7.0,4.0,7.0,0.6,0.9,10,2020,3.0,5.0,26.0,8.7,14.0,0.0,0.0,0.0,0.0,0.0,1.0,NO,False
Brandon Aiyuk,WR,SF,1.0,68.0,96.0,1.0,21.0,12.0,22.0,12.7,18.7,10,2020,7.0,14.0,75.0,10.7,22.0,0.0,1.0,1.0,-8.0,0.0,0.0,NO,False
Austin Mack,WR,SF,1.0,,,,,,,0.9,,10,2020,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Trent Sherfield,WR,SF,1.0,,,,,,,0.0,,10,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Jeff Badet,WR,WAS,1.0,5.0,6.0,0.0,20.0,0.0,20.0,0.0,0.0,10,2020,,,,,,,,,,,,DET,False
Cam Sims,WR,WAS,1.0,83.0,94.0,0.0,6.0,5.0,6.0,5.4,6.5,10,2020,4.0,5.0,54.0,13.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Terry McLaurin,WR,WAS,1.0,86.0,98.0,1.0,10.0,9.0,12.0,10.2,11.9,10,2020,7.0,9.0,95.0,13.6,26.0,0.0,0.0,1.0,27.0,0.0,1.0,DET,False
Steven Sims Jr.,WR,WAS,1.0,40.0,45.0,0.0,15.0,13.0,15.0,4.6,11.5,10,2020,,,,,,,,,,,,DET,False
Isaiah Wright,WR,WAS,1.0,29.0,33.0,0.0,21.0,21.0,21.0,5.9,20.3,10,2020,,,,,,,,,,,,DET,False
Curtis Samuel,WR,WAS,1.0,,,,,,,1.2,,10,2020,3.0,5.0,8.0,2.7,6.0,0.0,0.0,3.0,4.0,0.0,0.0,DET,False
DeAndre Carter,WR,WAS,1.0,,,,,,,0.0,,10,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,False
Larry Fitzgerald,WR,ARI,1.0,55.0,82.0,0.0,18.0,15.0,18.0,6.2,11.3,11,2020,,,,,,,,,,,,SEA,False
DeAndre Hopkins,WR,ARI,1.0,61.0,91.0,0.0,13.0,8.0,13.0,5.1,8.4,11,2020,5.0,8.0,51.0,10.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Christian Kirk,WR,ARI,1.0,61.0,91.0,0.0,10.0,7.0,10.0,5.0,8.2,11,2020,4.0,6.0,50.0,12.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Andy Isabella,WR,ARI,1.0,18.0,27.0,0.0,11.0,6.0,11.0,0.6,3.3,11,2020,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
A.J. Green,WR,ARI,1.0,,,,,,,10.1,,11,2020,4.0,9.0,41.0,10.3,19.0,0.0,1.0,0.0,0.0,0.0,0.0,SEA,False
Dez Bryant,WR,BAL,1.0,35.0,54.0,0.0,14.0,11.0,14.0,2.8,8.0,11,2020,,,,,,,,,,,,TEN,True
Willie Snead IV,WR,BAL,1.0,48.0,74.0,0.0,15.0,6.0,15.0,2.3,4.8,11,2020,,,,,,,,,,,,TEN,True
Marquise Brown,WR,BAL,1.0,47.0,72.0,0.0,6.0,0.0,6.0,0.0,0.0,11,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Miles Boykin,WR,BAL,1.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Devin Duvernay,WR,BAL,1.0,13.0,20.0,0.0,15.0,8.0,15.0,0.5,3.8,11,2020,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
James Proche II,WR,BAL,1.0,1.0,2.0,0.0,100.0,100.0,100.0,1.4,140.0,11,2020,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Emmanuel Sanders,WR,NO,1.0,39.0,59.0,0.0,13.0,10.0,13.0,6.6,16.9,11,2020,,,,,,,,,,,,ATL,True
Michael Thomas,WR,NO,1.0,57.0,86.0,0.0,21.0,16.0,21.0,10.4,18.2,11,2020,9.0,12.0,104.0,11.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Tre'Quan Smith,WR,NO,1.0,45.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Deonte Harty,WR,NO,1.0,7.0,11.0,14.0,14.0,29.0,29.0,2.5,35.7,11,2020,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,ATL,True
Marquez Callaway,WR,NO,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Kenny Stills,WR,NO,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Ty Montgomery,WR,NO,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Antonio Brown,WR,TB,1.0,43.0,62.0,2.0,30.0,21.0,33.0,5.8,13.5,11,2020,,,,,,,,,,,,LAR,True
Mike Evans,WR,TB,1.0,61.0,88.0,0.0,15.0,8.0,15.0,10.9,17.9,11,2020,5.0,9.0,49.0,9.8,18.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,True
Chris Godwin,WR,TB,1.0,68.0,99.0,0.0,15.0,10.0,15.0,11.3,16.6,11,2020,7.0,10.0,53.0,7.6,13.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,True
Tyler Johnson,WR,TB,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Scotty Miller,WR,TB,1.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Breshad Perriman,WR,TB,1.0,,,,,,,11.4,,11,2020,2.0,4.0,54.0,27.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,True
Vyncint Smith,WR,TB,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
A.J. Green,WR,CIN,1.0,54.0,79.0,0.0,17.0,7.0,17.0,10.1,18.7,11,2020,,,,,,,,,,,,WAS,False
Tyler Boyd,WR,CIN,1.0,56.0,82.0,0.0,20.0,16.0,20.0,8.5,15.2,11,2020,9.0,11.0,85.0,9.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Alex Erickson,WR,CIN,1.0,5.0,7.0,20.0,20.0,40.0,40.0,1.0,20.0,11,2020,,,,,,,,,,,,WAS,False
Auden Tate,WR,CIN,1.0,21.0,31.0,0.0,10.0,5.0,10.0,0.5,2.4,11,2020,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Tee Higgins,WR,CIN,1.0,62.0,91.0,0.0,16.0,5.0,16.0,2.6,4.2,11,2020,3.0,10.0,26.0,8.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Julio Jones,WR,ATL,1.0,22.0,35.0,0.0,9.0,9.0,9.0,3.9,17.7,11,2020,,,,,,,,,,,,NO,False
Calvin Ridley,WR,ATL,1.0,51.0,82.0,0.0,18.0,10.0,18.0,9.0,17.6,11,2020,5.0,9.0,90.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Russell Gage,WR,ATL,1.0,49.0,79.0,0.0,24.0,14.0,24.0,5.8,11.8,11,2020,7.0,12.0,58.0,8.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Brandon Powell,WR,ATL,1.0,4.0,6.0,25.0,0.0,25.0,25.0,0.3,7.5,11,2020,,,,,,,,,,,,NO,False
Christian Blake,WR,ATL,1.0,37.0,60.0,0.0,11.0,5.0,11.0,2.8,7.6,11,2020,2.0,4.0,28.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Olamide Zaccheaus,WR,ATL,1.0,13.0,21.0,0.0,8.0,8.0,8.0,1.0,7.7,11,2020,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
Randall Cobb,WR,HOU,1.0,5.0,8.0,0.0,40.0,40.0,40.0,6.7,134.0,11,2020,,,,,,,,,,,,NE,True
Kenny Stills,WR,HOU,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,,,,,,,,,,,,NE,True
Brandin Cooks,WR,HOU,1.0,57.0,93.0,0.0,9.0,7.0,9.0,8.5,14.9,11,2020,4.0,5.0,85.0,21.3,44.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
William Fuller V,WR,HOU,1.0,60.0,98.0,0.0,13.0,10.0,13.0,8.0,13.3,11,2020,,,,,,,,,,,,NE,True
Keke Coutee,WR,HOU,1.0,35.0,57.0,0.0,11.0,6.0,11.0,7.0,20.0,11,2020,,,,,,,,,,,,NE,True
Chris Conley,WR,HOU,1.0,,,,,,,1.3,,11,2020,1.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Alshon Jeffery,WR,PHI,1.0,5.0,7.0,0.0,40.0,0.0,40.0,0.0,0.0,11,2020,,,,,,,,,,,,CLE,False
Greg Ward,WR,PHI,1.0,46.0,68.0,0.0,9.0,7.0,9.0,0.9,2.0,11,2020,3.0,4.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Travis Fulgham,WR,PHI,1.0,65.0,96.0,0.0,11.0,2.0,11.0,0.8,1.2,11,2020,,,,,,,,,,,,CLE,False
Jalen Reagor,WR,PHI,1.0,63.0,93.0,0.0,8.0,6.0,8.0,5.2,8.3,11,2020,4.0,5.0,52.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
John Hightower,WR,PHI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Mohamed Sanu Sr.,WR,DET,1.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,,,,,,,,,,,,CAR,False
Marvin Jones Jr.,WR,DET,1.0,50.0,89.0,0.0,12.0,8.0,12.0,5.1,10.2,11,2020,,,,,,,,,,,,CAR,False
Marvin Hall,WR,DET,1.0,38.0,68.0,0.0,8.0,8.0,8.0,1.6,4.2,11,2020,,,,,,,,,,,,CAR,False
Jamal Agnew,WR,DET,1.0,28.0,50.0,0.0,21.0,11.0,21.0,1.0,3.6,11,2020,,,,,,,,,,,,CAR,False
Quintez Cephus,WR,DET,1.0,17.0,30.0,0.0,12.0,6.0,12.0,0.9,5.3,11,2020,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
KhaDarel Hodge,WR,DET,1.0,,,,,,,7.3,,11,2020,3.0,5.0,73.0,24.3,42.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Josh Reynolds,WR,DET,1.0,,,,,,,3.2,,11,2020,3.0,6.0,32.0,10.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Kalif Raymond,WR,DET,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
T.Y. Hilton,WR,IND,1.0,51.0,61.0,0.0,12.0,6.0,12.0,3.6,7.1,11,2020,3.0,6.0,36.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Marcus Johnson,WR,IND,1.0,38.0,45.0,0.0,8.0,3.0,8.0,1.4,3.7,11,2020,,,,,,,,,,,,GB,True
Zach Pascal,WR,IND,1.0,51.0,61.0,0.0,6.0,6.0,6.0,5.4,10.6,11,2020,3.0,3.0,54.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,True
Michael Pittman Jr.,WR,IND,1.0,67.0,80.0,0.0,4.0,4.0,4.0,12.6,18.8,11,2020,3.0,3.0,66.0,22.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,True
DeMichael Harris,WR,IND,1.0,16.0,19.0,13.0,6.0,19.0,19.0,2.0,12.5,11,2020,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0,GB,True
Keke Coutee,WR,IND,1.0,,,,,,,7.0,,11,2020,2.0,4.0,10.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,GB,True
Robert Woods,WR,LAR,1.0,68.0,94.0,3.0,22.0,21.0,25.0,18.6,27.4,11,2020,12.0,15.0,130.0,10.8,35.0,0.0,1.0,2.0,-4.0,0.0,0.0,TB,False
Cooper Kupp,WR,LAR,1.0,52.0,72.0,0.0,25.0,21.0,25.0,14.5,27.9,11,2020,11.0,13.0,145.0,13.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Josh Reynolds,WR,LAR,1.0,65.0,90.0,0.0,9.0,5.0,9.0,3.2,4.9,11,2020,,,,,,,,,,,,TB,False
Van Jefferson,WR,LAR,1.0,4.0,6.0,0.0,25.0,25.0,25.0,6.7,167.5,11,2020,1.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,False
Brandon Powell,WR,LAR,1.0,,,,,,,0.3,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,TB,False
Keenan Allen,WR,LAC,1.0,78.0,95.0,0.0,24.0,21.0,24.0,18.5,23.7,11,2020,16.0,19.0,145.0,9.1,21.0,0.0,1.0,0.0,0.0,0.0,1.0,NYJ,True
Mike Williams,WR,LAC,1.0,68.0,83.0,0.0,10.0,6.0,10.0,13.2,19.4,11,2020,4.0,7.0,72.0,18.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,True
Tyron Johnson,WR,LAC,1.0,11.0,13.0,0.0,9.0,9.0,9.0,5.4,49.1,11,2020,,,,,,,,,,,,NYJ,True
Jalen Guyton,WR,LAC,1.0,69.0,84.0,0.0,1.0,1.0,1.0,0.4,0.6,11,2020,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Joe Reed,WR,LAC,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Davante Adams,WR,GB,1.0,57.0,95.0,0.0,16.0,12.0,16.0,16.6,29.1,11,2020,7.0,9.0,106.0,15.1,33.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,False
Allen Lazard,WR,GB,1.0,36.0,60.0,0.0,11.0,6.0,11.0,1.8,5.0,11,2020,2.0,4.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Equanimeous St. Brown,WR,GB,1.0,15.0,25.0,0.0,7.0,7.0,7.0,2.3,15.3,11,2020,1.0,1.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Marquez Valdes-Scantling,WR,GB,1.0,51.0,85.0,0.0,12.0,6.0,12.0,3.5,6.9,11,2020,3.0,6.0,55.0,18.3,47.0,0.0,0.0,0.0,0.0,0.0,1.0,IND,False
Darrius Shepherd,WR,GB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,-100.0,11,2020,,,,,,,,,,,,IND,False
Randall Cobb,WR,GB,1.0,,,,,,,6.7,,11,2020,2.0,2.0,7.0,3.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,False
Malik Taylor,WR,GB,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Donte Moncrief,WR,NE,1.0,4.0,6.0,0.0,50.0,25.0,50.0,1.5,37.5,11,2020,,,,,,,,,,,,HOU,False
Damiere Byrd,WR,NE,1.0,62.0,90.0,2.0,11.0,11.0,13.0,20.3,32.7,11,2020,,,,,,,,,,,,HOU,False
N'Keal Harry,WR,NE,1.0,52.0,75.0,0.0,15.0,10.0,15.0,4.1,7.9,11,2020,5.0,8.0,41.0,8.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Jakobi Meyers,WR,NE,1.0,68.0,99.0,0.0,4.0,4.0,4.0,3.8,5.6,11,2020,3.0,3.0,38.0,12.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Nelson Agholor,WR,NE,1.0,,,,,,,14.8,,11,2020,6.0,9.0,88.0,14.7,29.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
Gunner Olszewski,WR,NE,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Matthew Slater,WR,NE,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Jarvis Landry,WR,CLE,1.0,38.0,57.0,3.0,5.0,8.0,8.0,2.6,6.8,11,2020,2.0,2.0,23.0,11.5,13.0,0.0,0.0,1.0,3.0,0.0,0.0,PHI,True
Rashard Higgins,WR,CLE,1.0,40.0,60.0,0.0,10.0,8.0,10.0,6.5,16.3,11,2020,3.0,4.0,65.0,21.7,43.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
KhaDarel Hodge,WR,CLE,1.0,48.0,72.0,0.0,10.0,6.0,10.0,7.3,15.2,11,2020,,,,,,,,,,,,PHI,True
Donovan Peoples-Jones,WR,CLE,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,True
Adam Thielen,WR,MIN,1.0,57.0,88.0,0.0,19.0,14.0,19.0,24.3,42.6,11,2020,8.0,11.0,123.0,15.4,51.0,0.0,2.0,0.0,0.0,0.0,0.0,DAL,True
Chad Beebe,WR,MIN,1.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,,,,,,,,,,,,DAL,True
Bisi Johnson,WR,MIN,1.0,4.0,6.0,0.0,25.0,25.0,25.0,0.9,22.5,11,2020,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Justin Jefferson,WR,MIN,1.0,59.0,91.0,0.0,8.0,5.0,8.0,14.6,24.7,11,2020,3.0,5.0,86.0,28.7,39.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,True
K.J. Osborn,WR,MIN,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Diontae Spencer,WR,DEN,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Tim Patrick,WR,DEN,1.0,54.0,83.0,0.0,15.0,9.0,15.0,11.9,22.0,11,2020,5.0,8.0,119.0,23.8,61.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
DaeSean Hamilton,WR,DEN,1.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Jerry Jeudy,WR,DEN,1.0,41.0,63.0,0.0,20.0,7.0,20.0,3.7,9.0,11,2020,3.0,8.0,37.0,12.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
KJ Hamler,WR,DEN,1.0,38.0,58.0,0.0,16.0,11.0,16.0,3.5,9.2,11,2020,4.0,6.0,35.0,8.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Travis Fulgham,WR,DEN,1.0,,,,,,,0.8,,11,2020,1.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Amari Cooper,WR,DAL,1.0,54.0,82.0,0.0,13.0,11.0,13.0,8.1,15.0,11,2020,6.0,7.0,81.0,13.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Noah Brown,WR,DAL,1.0,15.0,23.0,0.0,7.0,7.0,7.0,0.6,4.0,11,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Michael Gallup,WR,DAL,1.0,57.0,86.0,0.0,9.0,4.0,9.0,2.9,5.1,11,2020,2.0,5.0,29.0,14.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
Cedrick Wilson Jr.,WR,DAL,1.0,14.0,21.0,0.0,14.0,7.0,14.0,0.7,5.0,11,2020,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
CeeDee Lamb,WR,DAL,1.0,44.0,67.0,5.0,14.0,14.0,18.0,12.6,28.6,11,2020,4.0,6.0,34.0,8.5,21.0,0.0,1.0,2.0,12.0,0.0,0.0,MIN,False
Robert Foster,WR,DAL,1.0,,,,,,,0.0,,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,False
DeVante Parker,WR,MIA,1.0,63.0,97.0,0.0,14.0,10.0,14.0,12.1,19.2,11,2020,6.0,9.0,61.0,10.2,21.0,0.0,1.0,0.0,0.0,0.0,0.0,DEN,False
Jakeem Grant Sr.,WR,MIA,1.0,55.0,85.0,2.0,11.0,5.0,13.0,1.5,2.7,11,2020,,,,,,,,,,,,DEN,False
Mack Hollins,WR,MIA,1.0,12.0,18.0,0.0,17.0,8.0,17.0,0.9,7.5,11,2020,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Antonio Callaway,WR,MIA,1.0,8.0,12.0,0.0,13.0,13.0,13.0,1.3,16.3,11,2020,,,,,,,,,,,,DEN,False
Malcolm Perry,WR,MIA,1.0,51.0,78.0,0.0,10.0,6.0,10.0,2.3,4.5,11,2020,,,,,,,,,,,,DEN,False
William Fuller V,WR,MIA,1.0,,,,,,,8.0,,11,2020,6.0,8.0,80.0,13.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Nelson Agholor,WR,LV,1.0,44.0,75.0,0.0,20.0,14.0,20.0,14.8,33.6,11,2020,,,,,,,,,,,,KC,True
Zay Jones,WR,LV,1.0,5.0,8.0,0.0,20.0,20.0,20.0,1.8,36.0,11,2020,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Hunter Renfrow,WR,LV,1.0,20.0,34.0,0.0,10.0,10.0,10.0,3.7,18.5,11,2020,2.0,2.0,37.0,18.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Bryan Edwards,WR,LV,1.0,9.0,15.0,0.0,22.0,11.0,22.0,0.1,1.1,11,2020,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Henry Ruggs III,WR,LV,1.0,32.0,54.0,3.0,3.0,6.0,6.0,1.7,5.3,11,2020,,,,,,,,,,,,KC,True
Tyron Johnson,WR,LV,1.0,,,,,,,5.4,,11,2020,1.0,1.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Tyler Lockett,WR,SEA,1.0,49.0,74.0,0.0,18.0,18.0,18.0,12.7,25.9,11,2020,9.0,9.0,67.0,7.4,11.0,0.0,1.0,0.0,0.0,0.0,0.0,ARI,True
David Moore,WR,SEA,1.0,37.0,56.0,0.0,5.0,5.0,5.0,0.5,1.4,11,2020,,,,,,,,,,,,ARI,True
D.K. Metcalf,WR,SEA,1.0,61.0,92.0,0.0,8.0,5.0,8.0,10.6,17.4,11,2020,3.0,5.0,46.0,15.3,25.0,0.0,1.0,0.0,0.0,0.0,0.0,ARI,True
Penny Hart,WR,SEA,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Freddie Swain,WR,SEA,1.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Breshad Perriman,WR,NYJ,1.0,59.0,98.0,0.0,7.0,3.0,7.0,11.4,19.3,11,2020,,,,,,,,,,,,LAC,False
Jamison Crowder,WR,NYJ,1.0,56.0,93.0,0.0,7.0,2.0,7.0,1.6,2.9,11,2020,1.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,False
