player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Nick Chubb,22.0,124.0,5.6,26.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,25.3,RB,2,2020,CLE,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Kareem Hunt,10.0,86.0,8.6,33.0,0.0,1.0,2.0,2.0,15.0,7.5,1.0,0.0,1.0,22.1,RB,2,2020,CLE,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,2,2020,CLE,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,2,2020,CLE,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Miles Sanders,18.0,95.0,5.3,19.0,0.0,0.0,4.0,8.0,12.0,3.0,0.0,0.0,1.0,10.7,RB,3,2020,PHI,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Corey Clement,3.0,8.0,2.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,RB,3,2020,PHI,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Boston Scott,3.0,5.0,1.7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,RB,3,2020,PHI,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
James Robinson,17.0,75.0,4.4,14.0,0.0,0.0,4.0,4.0,32.0,8.0,0.0,0.0,1.0,10.7,RB,4,2020,JAC,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,4,2020,JAC,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Dare Ogunbowale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,4,2020,JAC,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Chris Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,4,2020,JAC,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
J.K. Dobbins,1.0,34.0,34.0,34.0,0.0,0.0,3.0,3.0,21.0,7.0,0.0,0.0,1.0,5.5,RB,5,2020,BAL,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Gus Edwards,7.0,25.0,3.6,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.5,RB,5,2020,BAL,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Jonathan Taylor,12.0,60.0,5.0,21.0,0.0,0.0,4.0,4.0,55.0,13.8,0.0,0.0,1.0,11.5,RB,6,2020,IND,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Nyheim Hines,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,27.0,5.4,0.0,0.0,1.0,2.7,RB,6,2020,IND,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Jordan Wilkins,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.1,RB,6,2020,IND,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Kareem Hunt,18.0,76.0,4.2,15.0,0.0,0.0,3.0,4.0,26.0,8.7,1.0,0.0,1.0,16.2,RB,7,2020,CLE,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
D'Ernest Johnson,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,7,2020,CLE,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Dontrell Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,7,2020,CLE,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,7,2020,CLE,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Derrick Henry,18.0,112.0,6.2,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.2,RB,8,2020,TEN,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Jeremy McNichols,4.0,49.0,12.3,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.9,RB,8,2020,TEN,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Khari Blasingame,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.5,RB,8,2020,TEN,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
James Conner,13.0,36.0,2.8,16.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,1.0,4.8,RB,10,2020,PIT,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Benny Snell Jr.,3.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,RB,10,2020,PIT,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Jaylen Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,10,2020,PIT,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Derek Watt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,10,2020,PIT,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Trey Edmunds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,10,2020,PIT,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Antonio Gibson,16.0,94.0,5.9,19.0,0.0,1.0,1.0,2.0,10.0,10.0,0.0,0.0,1.0,16.4,RB,11,2020,WAS,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Peyton Barber,8.0,28.0,3.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,RB,11,2020,WAS,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Dion Lewis,2.0,10.0,5.0,7.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,0.0,1.0,1.7,RB,12,2020,NYG,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Alfred Morris,4.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,RB,12,2020,NYG,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Elijhaa Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,12,2020,NYG,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Myles Gaskin,21.0,90.0,4.3,26.0,0.0,0.0,2.0,2.0,51.0,25.5,0.0,1.0,1.0,12.1,RB,13,2020,MIA,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Patrick Laird,3.0,6.0,2.0,4.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,2.2,RB,13,2020,MIA,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Chandler Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,13,2020,MIA,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Tony Pollard,11.0,39.0,3.5,17.0,0.0,0.0,2.0,2.0,9.0,4.5,1.0,0.0,1.0,10.8,RB,14,2020,DAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Ezekiel Elliott,12.0,48.0,4.0,26.0,0.0,0.0,2.0,3.0,11.0,5.5,0.0,0.0,1.0,5.9,RB,14,2020,DAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Rico Dowdle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,14,2020,DAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Benny Snell Jr.,18.0,84.0,4.7,29.0,0.0,1.0,3.0,4.0,23.0,7.7,0.0,0.0,1.0,16.7,RB,15,2020,PIT,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Jaylen Samuels,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,1.6,RB,15,2020,PIT,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Anthony McFarland Jr.,1.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,1.4,RB,15,2020,PIT,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Derek Watt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,15,2020,PIT,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
David Johnson,12.0,128.0,10.7,48.0,0.0,1.0,3.0,3.0,11.0,3.7,1.0,0.0,1.0,25.9,RB,16,2020,HOU,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Scottie Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,HOU,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Dontrell Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,HOU,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Buddy Howell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,HOU,CIN,True,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
J.K. Dobbins,13.0,160.0,12.3,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,RB,17,2020,BAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Gus Edwards,12.0,60.0,5.0,11.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,7.0,RB,17,2020,BAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Justice Hill,2.0,21.0,10.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,RB,17,2020,BAL,CIN,False,340.0,541.0,62.8,3859.0,7.3,241.2,55.0,32.0,11.0,17.0,83.0,96.1,463.0,2368.0,5.1,148.0,72.0,13.0,4.0,2.0,340.0,3942.0,11.6,246.4,55.0,32.0,6.0,3.0,343.0,126.0,192.0,25.0,91.0,210.0,43.3,10.0,16.0,62.5,99.0,795.0
Zack Moss,9.0,11.0,1.2,7.0,0.0,0.0,3.0,4.0,16.0,5.3,1.0,0.0,1.0,8.7,RB,1,2020,BUF,NYJ,True,418.0,605.0,69.1,4409.0,7.6,275.6,54.0,34.0,10.0,31.0,186.0,103.2,445.0,1792.0,4.0,112.0,80.0,16.0,11.0,4.0,418.0,4595.0,11.0,287.2,54.0,34.0,4.0,2.0,381.0,100.0,235.0,46.0,90.0,202.0,44.6,5.0,12.0,41.7,99.0,899.0
Devin Singletary,9.0,30.0,3.3,12.0,0.0,0.0,5.0,7.0,23.0,4.6,0.0,0.0,1.0,5.3,RB,1,2020,BUF,NYJ,True,418.0,605.0,69.1,4409.0,7.6,275.6,54.0,34.0,10.0,31.0,186.0,103.2,445.0,1792.0,4.0,112.0,80.0,16.0,11.0,4.0,418.0,4595.0,11.0,287.2,54.0,34.0,4.0,2.0,381.0,100.0,235.0,46.0,90.0,202.0,44.6,5.0,12.0,41.7,99.0,899.0
Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,1,2020,BUF,NYJ,True,418.0,605.0,69.1,4409.0,7.6,275.6,54.0,34.0,10.0,31.0,186.0,103.2,445.0,1792.0,4.0,112.0,80.0,16.0,11.0,4.0,418.0,4595.0,11.0,287.2,54.0,34.0,4.0,2.0,381.0,100.0,235.0,46.0,90.0,202.0,44.6,5.0,12.0,41.7,99.0,899.0
Raheem Mostert,8.0,92.0,11.5,80.0,0.0,1.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,16.7,RB,2,2020,SF,NYJ,False,418.0,605.0,69.1,4409.0,7.6,275.6,54.0,34.0,10.0,31.0,186.0,103.2,445.0,1792.0,4.0,112.0,80.0,16.0,11.0,4.0,418.0,4595.0,11.0,287.2,54.0,34.0,4.0,2.0,381.0,100.0,235.0,46.0,90.0,202.0,44.6,5.0,12.0,41.7,99.0,899.0
