rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
236,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,2,2019
237,C.J. Uzomah,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,20.8,CIN,TE,2,2019
238,Blake Bell,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,KC,TE,2,2019
239,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,2,2019
240,Josh Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,2,2019
242,Irv Smith Jr.,1,2,-1,-1.0,0,0,0,0,0,0,0,1,-0.1,-0.1,7.3,MIN,TE,2,2019
1,Greg Olsen,6,7,75,12.5,20,1,2,0,0,0,0,1,19.5,19.5,7.0,,TE,3,2019
2,Jordan Akins,3,5,73,24.3,53,1,2,0,0,0,0,1,19.3,19.3,0.3,HOU,TE,3,2019
3,Austin Hooper,6,7,66,11.0,20,1,2,0,0,0,0,1,18.6,18.6,28.8,CLE,TE,3,2019
4,Evan Engram,6,8,113,18.8,75,1,1,0,0,0,0,1,17.3,17.3,28.5,NYG,TE,3,2019
5,Darren Waller,13,14,134,10.3,30,1,0,1,7,0,0,1,14.1,14.1,92.6,LV,TE,3,2019
6,Dawson Knox,3,4,67,22.3,49,1,1,1,9,0,0,1,13.6,13.6,87.2,BUF,TE,3,2019
7,Will Dissly,6,7,62,10.3,25,1,1,0,0,0,0,1,12.2,12.2,0.2,SEA,TE,3,2019
8,Darren Fells,5,6,49,9.8,16,0,1,0,0,0,0,1,10.9,10.9,0.0,,TE,3,2019
9,Travis Kelce,7,8,89,12.7,21,2,0,0,0,0,0,1,8.9,8.9,100.0,KC,TE,3,2019
10,James O'Shaughnessy,2,3,18,9.0,11,0,1,0,0,0,0,1,7.8,7.8,1.7,JAC,TE,3,2019
11,O.J. Howard,3,4,66,22.0,30,1,0,0,0,0,0,1,6.6,6.6,1.2,TB,TE,3,2019
12,Zach Ertz,4,7,64,16.0,23,2,0,0,0,0,0,1,6.4,6.4,85.8,ARI,TE,3,2019
13,Delanie Walker,7,9,64,9.1,29,1,0,0,0,0,0,1,6.4,6.4,0.1,,TE,3,2019
14,Demetrius Harris,1,2,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,0.1,ARI,TE,3,2019
15,Irv Smith Jr.,3,3,60,20.0,26,2,0,0,0,0,0,1,6.0,6.0,7.3,MIN,TE,3,2019
16,Nick Boyle,4,5,58,14.5,23,1,0,0,0,0,0,1,5.8,5.8,0.1,BAL,TE,3,2019
17,George Kittle,6,8,57,9.5,12,0,0,0,0,0,0,1,5.7,5.7,99.7,SF,TE,3,2019
18,Jason Witten,3,4,54,18.0,33,1,0,0,0,0,0,1,5.4,5.4,0.1,,TE,3,2019
19,Eric Ebron,3,4,47,15.7,30,1,0,0,0,0,0,1,4.7,4.7,3.0,,TE,3,2019
20,Jack Doyle,4,4,46,11.5,14,0,0,0,0,0,0,1,4.6,4.6,2.2,IND,TE,3,2019
21,Ryan Izzo,1,1,41,41.0,41,1,0,0,0,0,0,1,4.1,4.1,0.0,TEN,TE,3,2019
22,Vernon Davis,2,4,30,15.0,15,0,0,0,0,0,0,1,3.0,3.0,1.6,,TE,3,2019
23,Mo Alie-Cox,2,2,25,12.5,16,0,0,0,0,0,0,1,2.5,2.5,2.2,IND,TE,3,2019
24,Trey Burton,4,4,20,5.0,11,0,0,0,0,0,0,1,2.0,2.0,0.0,,TE,3,2019
25,Jonnu Smith,2,3,20,10.0,20,1,0,0,0,0,0,1,2.0,2.0,22.7,NE,TE,3,2019
26,Jeff Heuerman,2,2,20,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0,,TE,3,2019
27,Marcedes Lewis,1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.2,GB,TE,3,2019
28,Nick O'Leary,1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.0,,TE,3,2019
29,Jeremy Sprinkle,2,4,19,9.5,11,0,0,0,0,0,0,1,1.9,1.9,0.0,DAL,TE,3,2019
30,Tyler Eifert,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0,,TE,3,2019
31,Noah Fant,3,3,37,12.3,17,0,0,0,0,0,1,1,1.7,1.7,80.3,DEN,TE,3,2019
32,Logan Thomas,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,27.1,WAS,TE,3,2019
33,Gerald Everett,2,2,15,7.5,11,0,0,0,0,0,0,1,1.5,1.5,35.7,,TE,3,2019
34,Mark Andrews,3,7,15,5.0,5,0,0,0,0,0,0,1,1.5,1.5,99.9,BAL,TE,3,2019
35,Ricky Seals-Jones,1,2,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,10.8,WAS,TE,3,2019
36,Hayden Hurst,2,5,14,7.0,11,0,0,0,0,0,0,1,1.4,1.4,0.9,ATL,TE,3,2019
37,Jesse James,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0,CHI,TE,3,2019
38,Lance Kendricks,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0,,TE,3,2019
39,Luke Stocker,3,4,12,4.0,5,0,0,0,0,0,0,1,1.2,1.2,0.0,MIN,TE,3,2019
40,Kyle Rudolph,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.3,NYG,TE,3,2019
41,Vance McDonald,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0,,TE,3,2019
42,Mike Gesicki,3,3,9,3.0,5,0,0,0,0,0,0,1,0.9,0.9,87.6,MIA,TE,3,2019
43,Nick Vannett,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.1,NO,TE,3,2019
44,Charles Clay,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,3,2019
45,Geoff Swaim,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.3,TEN,TE,3,2019
46,Cameron Brate,2,2,7,3.5,6,0,0,0,0,0,0,1,0.7,0.7,2.8,TB,TE,3,2019
47,Adam Shaheen,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,MIA,TE,3,2019
48,Jared Cook,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,50.2,LAC,TE,3,2019
49,Ryan Griffin,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.6,NYJ,TE,3,2019
50,Josh Hill,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,,TE,3,2019
51,Robert Tonyan,1,3,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,18.6,GB,TE,3,2019
52,Rhett Ellison,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,,TE,3,2019
53,Blake Jarwin,1,3,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,2.7,DAL,TE,3,2019
54,Xavier Grimble,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,BAL,TE,3,2019
55,Tommy Sweeney,1,3,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.5,BUF,TE,3,2019
56,Foster Moreau,1,2,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,23.7,LV,TE,3,2019
57,T.J. Hockenson,1,4,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,57.4,DET,TE,3,2019
58,Blake Bell,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.2,KC,TE,3,2019
68,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,3,2019
103,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,3,2019
106,Durham Smythe,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,3,2019
113,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,3,2019
115,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,3,2019
117,Dallas Goedert,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.8,PHI,TE,3,2019
118,Troy Fumagalli,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NE,TE,3,2019
119,Deon Yelder,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,3,2019
124,Zach Gentry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,PIT,TE,3,2019
125,Andrew Beck,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,3,2019
135,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,3,2019
137,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,3,2019
138,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,3,2019
147,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CIN,TE,3,2019
185,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,HOU,TE,3,2019
186,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,3,2019
187,Lee Smith,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
188,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
193,Jimmy Graham,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8,CHI,TE,3,2019
194,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,3,2019
197,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,3,2019
204,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,3,2019
208,Sean Culkin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
211,Seth DeValve,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
214,Ben Braunecker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
215,Bronson Kaufusi,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
217,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,3,2019
218,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,3,2019
219,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,3,2019
220,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,3,2019
221,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,3,2019
222,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,3,2019
223,Antony Auclair,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,HOU,TE,3,2019
226,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,3,2019
228,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,3,2019
230,Anthony Firkser,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,3,2019
231,Evan Baylis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,3,2019
232,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,3,2019
233,Alex Ellis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,3,2019
234,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,3,2019
239,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,3,2019
240,C.J. Uzomah,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,20.8,CIN,TE,3,2019
241,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,3,2019
242,Maxx Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4,ARI,TE,3,2019
1,Ricky Seals-Jones,3,3,82,27.3,59,1,1,0,0,0,0,1,14.2,14.2,10.8,WAS,TE,4,2019
2,Austin Hooper,9,11,130,14.4,28,2,0,0,0,0,0,1,13.0,13.0,28.8,CLE,TE,4,2019
3,Jimmy Graham,6,9,61,10.2,15,0,1,0,0,0,0,1,12.1,12.1,0.8,CHI,TE,4,2019
4,Will Dissly,7,8,57,8.1,17,0,1,0,0,0,0,1,11.7,11.7,0.2,SEA,TE,4,2019
5,Eric Ebron,1,5,48,48.0,48,1,1,0,0,0,0,1,10.8,10.8,3.0,,TE,4,2019
6,Gerald Everett,5,8,44,8.8,15,0,1,0,0,0,0,1,10.4,10.4,35.7,,TE,4,2019
7,Cameron Brate,3,3,36,12.0,13,0,1,0,0,0,0,1,9.6,9.6,2.8,TB,TE,4,2019
8,Noah Fant,2,4,31,15.5,25,1,1,0,0,0,0,1,9.1,9.1,80.3,DEN,TE,4,2019
9,Mark Andrews,4,8,31,7.8,11,0,1,0,0,0,0,1,9.1,9.1,99.9,BAL,TE,4,2019
10,Foster Moreau,3,3,30,10.0,18,0,1,0,0,0,0,1,9.0,9.0,23.7,LV,TE,4,2019
11,T.J. Hockenson,3,3,27,9.0,13,0,1,0,0,0,0,1,8.7,8.7,57.4,DET,TE,4,2019
12,Travis Kelce,7,8,85,12.1,18,0,0,0,0,0,0,1,8.5,8.5,100.0,KC,TE,4,2019
13,Jack Doyle,4,8,22,5.5,8,0,1,0,0,0,0,1,8.2,8.2,2.2,IND,TE,4,2019
14,James O'Shaughnessy,1,4,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,1.7,JAC,TE,4,2019
15,Dallas Goedert,2,3,16,8.0,13,0,1,0,0,0,0,1,7.6,7.6,89.8,PHI,TE,4,2019
16,Zach Ertz,7,8,65,9.3,14,0,0,0,0,0,0,1,6.5,6.5,85.8,ARI,TE,4,2019
17,Dawson Knox,3,3,58,19.3,21,1,0,0,0,0,0,1,5.8,5.8,87.2,BUF,TE,4,2019
18,Evan Engram,4,7,54,13.5,31,1,0,0,0,0,0,1,5.4,5.4,28.5,NYG,TE,4,2019
19,Darren Waller,7,8,53,7.6,17,0,0,0,0,0,0,1,5.3,5.3,92.6,LV,TE,4,2019
20,Blake Jarwin,3,3,49,16.3,35,1,0,0,0,0,0,1,4.9,4.9,2.7,DAL,TE,4,2019
21,Deon Yelder,2,2,43,21.5,24,1,0,0,0,0,0,1,4.3,4.3,0.0,ARI,TE,4,2019
22,Tyler Higbee,4,7,41,10.3,13,0,0,0,0,0,0,1,4.1,4.1,77.4,LAR,TE,4,2019
23,Hayden Hurst,2,2,39,19.5,29,1,0,0,0,0,0,1,3.9,3.9,0.9,ATL,TE,4,2019
24,Lance Kendricks,2,3,37,18.5,24,1,0,0,0,0,0,1,3.7,3.7,0.0,,TE,4,2019
25,O.J. Howard,3,3,33,11.0,14,0,0,0,0,0,0,1,3.3,3.3,1.2,TB,TE,4,2019
26,Jason Witten,4,4,50,12.5,16,0,0,0,0,0,1,1,3.0,3.0,0.1,,TE,4,2019
27,Josh Hill,3,4,29,9.7,20,1,0,0,0,0,0,1,2.9,2.9,0.0,,TE,4,2019
28,Nick Vannett,2,2,28,14.0,17,0,0,0,0,0,0,1,2.8,2.8,0.1,NO,TE,4,2019
29,Tyler Eifert,2,5,27,13.5,14,0,0,0,0,0,0,1,2.7,2.7,0.0,,TE,4,2019
30,Luke Willson,2,2,26,13.0,17,0,0,0,0,0,0,1,2.6,2.6,0.0,,TE,4,2019
31,Logan Thomas,3,3,25,8.3,12,0,0,0,0,0,0,1,2.5,2.5,27.1,WAS,TE,4,2019
32,Rhett Ellison,3,4,24,8.0,22,1,0,0,0,0,0,1,2.4,2.4,0.0,,TE,4,2019
33,Jordan Akins,3,4,21,7.0,10,0,0,0,0,0,0,1,2.1,2.1,0.3,HOU,TE,4,2019
34,Maxx Williams,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.4,ARI,TE,4,2019
35,Jared Cook,3,6,21,7.0,9,0,0,0,0,0,0,1,2.1,2.1,50.2,LAC,TE,4,2019
36,Jeremy Sprinkle,1,3,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0,DAL,TE,4,2019
37,Marcedes Lewis,2,2,19,9.5,10,0,0,0,0,0,0,1,1.9,1.9,0.2,GB,TE,4,2019
38,Pharaoh Brown,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.1,HOU,TE,4,2019
39,Geoff Swaim,3,4,17,5.7,9,0,0,0,0,0,0,1,1.7,1.7,0.3,TEN,TE,4,2019
40,Trey Burton,2,4,16,8.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0,,TE,4,2019
41,Adam Shaheen,2,2,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,0.0,MIA,TE,4,2019
42,Kyle Rudolph,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.3,NYG,TE,4,2019
43,Darren Fells,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,,TE,4,2019
44,Sean Culkin,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0,,TE,4,2019
45,Robert Tonyan,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,18.6,GB,TE,4,2019
46,Nick O'Leary,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,4,2019
47,Nick Boyle,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.1,BAL,TE,4,2019
48,J.P. Holtz,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,CHI,TE,4,2019
49,Vernon Davis,1,4,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,1.6,,TE,4,2019
50,Irv Smith Jr.,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,7.3,MIN,TE,4,2019
51,Jonnu Smith,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,22.7,NE,TE,4,2019
52,Greg Olsen,2,4,5,2.5,3,0,0,0,0,0,0,1,0.5,0.5,7.0,,TE,4,2019
53,Delanie Walker,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1,,TE,4,2019
54,Charles Clay,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,,TE,4,2019
56,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,4,2019
68,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,4,2019
104,Mike Gesicki,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,87.6,MIA,TE,4,2019
109,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,4,2019
111,Ryan Izzo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,4,2019
113,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,4,2019
121,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,4,2019
123,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,4,2019
124,Zach Gentry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,PIT,TE,4,2019
125,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,4,2019
127,Garrett Dickerson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
131,Tommy Sweeney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.5,BUF,TE,4,2019
137,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CIN,TE,4,2019
183,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,4,2019
184,Evan Baylis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
185,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
190,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,4,2019
194,Demetrius Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,ARI,TE,4,2019
197,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,4,2019
203,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,4,2019
210,Seth DeValve,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
212,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,4,2019
213,Ben Braunecker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
214,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,4,2019
217,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,4,2019
218,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,4,2019
219,Mo Alie-Cox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,4,2019
221,Antony Auclair,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,HOU,TE,4,2019
230,Alex Ellis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,4,2019
231,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,4,2019
233,Matt LaCosse,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
237,C.J. Uzomah,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,20.8,CIN,TE,4,2019
238,MyCole Pruitt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,4,2019
239,Blake Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,KC,TE,4,2019
240,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,4,2019
241,Jeff Heuerman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,4,2019
243,Jesse James,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,4,2019
1,George Kittle,6,8,70,11.7,22,1,1,1,18,0,0,1,14.8,14.8,99.7,SF,TE,5,2019
2,Darren Fells,2,2,20,10.0,12,0,2,0,0,0,0,1,14.0,14.0,0.0,,TE,5,2019
3,Gerald Everett,7,11,136,19.4,32,4,0,0,0,0,0,1,13.6,13.6,35.7,,TE,5,2019
4,Zach Ertz,5,7,57,11.4,21,1,1,0,0,0,0,1,11.7,11.7,85.8,ARI,TE,5,2019
5,Jared Cook,4,6,41,10.3,16,0,1,0,0,0,0,1,10.1,10.1,50.2,LAC,TE,5,2019
6,Ryan Izzo,2,2,39,19.5,29,1,1,0,0,0,0,1,9.9,9.9,0.0,TEN,TE,5,2019
7,Will Dissly,4,4,81,20.3,38,2,0,1,7,0,0,1,8.8,8.8,0.2,SEA,TE,5,2019
8,Austin Hooper,6,9,56,9.3,18,0,0,0,0,0,0,1,7.6,7.6,28.8,CLE,TE,5,2019
9,Travis Kelce,4,10,70,17.5,24,1,0,0,0,0,0,1,7.0,7.0,100.0,KC,TE,5,2019
10,Lee Smith,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0,,TE,5,2019
11,James O'Shaughnessy,3,4,57,19.0,35,1,0,0,0,0,0,1,5.7,5.7,1.7,JAC,TE,5,2019
12,Jonnu Smith,1,2,57,57.0,57,1,0,0,0,0,0,1,5.7,5.7,22.7,NE,TE,5,2019
13,Evan Engram,6,11,42,7.0,14,0,0,2,5,0,0,1,4.7,4.7,28.5,NYG,TE,5,2019
14,Tyler Higbee,3,3,47,15.7,20,1,0,0,0,0,0,1,4.7,4.7,77.4,LAR,TE,5,2019
15,Foster Moreau,4,4,46,11.5,23,1,0,0,0,0,0,1,4.6,4.6,23.7,LV,TE,5,2019
16,Mark Andrews,5,7,45,9.0,24,1,0,0,0,0,0,1,4.5,4.5,99.9,BAL,TE,5,2019
17,Jimmy Graham,3,3,41,13.7,23,1,0,0,0,0,0,1,4.1,4.1,0.8,CHI,TE,5,2019
18,Darren Waller,4,5,39,9.8,13,0,0,0,0,0,0,1,3.9,3.9,92.6,LV,TE,5,2019
19,Josh Hill,3,4,39,13.0,26,1,0,0,0,0,0,1,3.9,3.9,0.0,,TE,5,2019
20,Vance McDonald,3,3,34,11.3,14,0,0,0,0,0,0,1,3.4,3.4,0.0,,TE,5,2019
21,Hayden Hurst,4,4,32,8.0,13,0,0,0,0,0,0,1,3.2,3.2,0.9,ATL,TE,5,2019
22,Jason Witten,3,4,29,9.7,13,0,0,0,0,0,0,1,2.9,2.9,0.1,,TE,5,2019
23,Charles Clay,1,1,27,27.0,27,1,0,0,0,0,0,1,2.7,2.7,0.0,,TE,5,2019
24,Jeff Heuerman,1,3,26,26.0,26,1,0,0,0,0,0,1,2.6,2.6,0.0,,TE,5,2019
25,Robert Tonyan,1,1,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,18.6,GB,TE,5,2019
26,Derek Carrier,2,2,22,11.0,20,1,0,0,0,0,0,1,2.2,2.2,0.0,LV,TE,5,2019
27,Matt LaCosse,1,4,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0,,TE,5,2019
28,Jordan Akins,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.3,HOU,TE,5,2019
29,Jack Doyle,3,3,19,6.3,9,0,0,0,0,0,0,1,1.9,1.9,2.2,IND,TE,5,2019
30,Jeremy Sprinkle,2,3,17,8.5,11,0,0,0,0,0,0,1,1.7,1.7,0.0,DAL,TE,5,2019
31,Marcedes Lewis,2,2,17,8.5,15,0,0,0,0,0,0,1,1.7,1.7,0.2,GB,TE,5,2019
32,C.J. Uzomah,2,2,16,8.0,8,0,0,0,0,0,0,1,1.6,1.6,20.8,CIN,TE,5,2019
33,J.P. Holtz,1,2,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0,CHI,TE,5,2019
34,Trey Burton,3,3,16,5.3,11,0,0,0,0,0,0,1,1.6,1.6,0.0,,TE,5,2019
